displayName,description,suggestedAction,documentationLink,provider,category,service,level,mitre_tactic,mitre_technique,mitre_id,mitre_link
No alarm is configured for routing table configuration changes,"AWS CloudTrail records AWS API calls used within an AWS account, including calls made from the AWS Management Console, SDKs, command line tools, and other AWS services.  AWS CloudWatch can perform real time analysis of CloudTrail logs.  Routing tables define the flow of traffic between subnets and gateways.  CIS 3.13 recommends that you configure a metric filter and alarm for routing table configuration changes.
",You should monitor routing table configuration changes to ensure that they are compatible with your security policy.,https://kb.securestate.vmware.com/monitor-route-table-changes.html,aws,Audit,user,High,Not Available,Not Available,Not Available,Not Available
No alarm is configured for S3 bucket policy changes,"AWS CloudTrail records AWS API calls used within an AWS account, including calls made from the AWS Management Console, SDKs, command line tools, and other AWS services.  AWS CloudWatch can perform real time analysis of CloudTrail logs.  CIS 3.8 recommends that you configure a metric filter and alarm for changes to S3 bucket policies.
",You should monitor S3 bucket policy changes to ensure that they are compatible with your security policy.,https://kb.securestate.vmware.com/monitor-s3-bucket-policy-changes.html,aws,Audit,user,High,Not Available,Not Available,Not Available,Not Available
No alarm is configured for security group configuration changes,"AWS CloudTrail records AWS API calls used within an AWS account, including calls made from the AWS Management Console, SDKs, command line tools, and other AWS services.  AWS CloudWatch can perform real time analysis of CloudTrail logs.  AWS security groups act as firewalls, controlling both inbound and outbound traffic.  CIS 3.10 recommends that you configure a metric filter and alarm for changes to security group configuration.
",You should monitor security group configuration changes to ensure that they are compatible with your security policy.,https://kb.securestate.vmware.com/monitor-security-group-changes.html,aws,Audit,user,Medium,Not Available,Not Available,Not Available,Not Available
No alarm is configured for unauthorized API access attempts,"AWS CloudTrail records AWS API calls used within an AWS account, including calls made from the AWS Management Console, SDKs, command line tools, and other AWS services.  AWS CloudWatch can perform real time analysis of CloudTrail logs.  CIS 3.1 recommends that you configure a metric filter and alarm to monitor AWS API calls that are made with insufficient permissions or that are otherwise unauthorized.
",You should monitor unauthorized API access attempts to ensure that you are aware of any suspicious activity.,https://kb.securestate.vmware.com/monitor-unauthorized-api-calls.html,aws,Audit,user,Medium,Not Available,Not Available,Not Available,Not Available
No alarm is configured for VPC configuration changes,"AWS CloudTrail records AWS API calls used within an AWS account, including calls made from the AWS Management Console, SDKs, command line tools, and other AWS services.  AWS CloudWatch can perform real time analysis of CloudTrail logs.  CIS 3.14 recommends that you configure a metric filter and alarm to monitor VPC configuration changes.
",You should monitor VPC configuration changes to ensure that they are compatible with your security policy.,https://kb.securestate.vmware.com/monitor-vpc-changes.html,aws,Audit,user,High,Not Available,Not Available,Not Available,Not Available
No log profile exists for activity logs,"Azure allows you to create activity logs for configuration events.  Log profiles allow you to make changes to the default settings for activity logs.  By default, activity logs are retained for 90 days, but because it typically takes more than seven months to detect a security breach, CIS 5.1 recommends that you create a log profile and configure it to retain activity logs for one year or longer.  Log profiles do not exist by default; you must create them.
",You should create a log profile for activity logs so that you can configure the log retention period.,https://kb.securestate.vmware.com/azure-monitoring-log-profile-exists.html,azure,Logging,Microsoft.Insights,Low,Not Available,Not Available,Not Available,Not Available
Not all database threat detection types are enabled,"When you enable SQL threat detection, Azure will log threat information to your Azure storage.  CIS 4.2.3 recommends that you enable all threat detection types, which will provide detection of SQL injection attempts, unusual access patterns, brute force attacks, and other anomalous events.
",You should enable all SQL database threat detection types.,https://kb.securestate.vmware.com/azure-sql-threat-detection-types-all-database.html,azure,Security,Microsoft.Sql,High,Defense Evasion,Revert Cloud Instance,T1536,https://attack.mitre.org/techniques/T1536/
Not all server threat detection types are enabled,"When you enable SQL threat detection, Azure will log threat information to your Azure storage.  CIS 4.1.3 recommends that you enable all threat detection types, which will provide detection of SQL injection attempts, unusual access patterns, brute force attacks, and other anomalous events.
",You should enable all SQL server threat detection types.,https://kb.securestate.vmware.com/azure-sql-threat-detection-types-all-server.html,azure,Security,Microsoft.Sql,High,Defense Evasion,Revert Cloud Instance,T1536,https://attack.mitre.org/techniques/T1536/
One or more unused IAM groups exist,"Amazon recommends that you delete any unused IAM groups in order to both manage complexity and tighten security.
",You should delete empty IAM groups.,https://kb.securestate.vmware.com/iam-unusediamgroup.html,aws,Access,iam,Low,"Initial Access,Persistence,Defense Evasion,Privlege Escalation",Valid Accounts,T1078,https://attack.mitre.org/techniques/T1078/
Public read access is enabled for blob storage,"It is possible to configure public read access for Azure blob storage.  Public read permissions can be appealing when you want to provide access to users who do not have accounts in your organization.  CIS 3.7 recommends that you do not enable public access to blob storage but instead use a shared access token when necessary.  Blob containers do not allow public access by default.
",You should use a shared access token to allow blob storage access for users that lack accounts.,https://kb.securestate.vmware.com/azure-storage-public-access-level-set-private-for-blob-containers.html,azure,Security,Microsoft.Storage,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
RDS snapshots are not encrypted,"This rule checks for any AWS RDB snapshots that are not encrypted.  When you enable RDS encryption, instance and snapshot data at rest is automatically encrypted.  Encrypting your snapshots can protect data in the event of a data breach.  We recommend that you encrypt RDS instances whenever possible.
",You should enable encryption for RDS snapshots to protect against data breaches.,https://kb.securestate.vmware.com/rds-db-snapshot-unencrypted.html,aws,Security,rds,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
Read access to an S3 bucket by authenticated users is unrestricted,"Historically, access to all Amazon S3 resources was controlled through an access control list (ACL).  Now, Amazon recommends that you control S3 access instead by using IAM or S3 bucket policies.  By default, only the account owner has access to an S3 bucket and its contents, but you can change the permissions to allow access by any user.  If you provide unrestricted read access to a bucket, anyone can list the objects in the bucket.  Best practice is always to limit access to  only those who require it, so we recommend that you disable public read access unless it is truly required.
",You should limit S3 read access to only those parties who require it.,https://kb.securestate.vmware.com/s3-authenticatedusers-read.html,aws,Security,s3,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
Read access to an S3 bucket is unrestricted,"Historically, access to all Amazon S3 resources was controlled through an access control list (ACL).  Now, Amazon recommends that you control S3 access instead by using IAM or S3 bucket policies.  By default, only the account owner has access to an S3 bucket and its contents, but you can change the permissions to allow access by any user.  If you provide unrestricted read access to a bucket, anyone can list the objects in the bucket.  Best practice is always to limit access to  only those who require it, so we recommend that you disable public read access unless it is truly required.
",You should limit S3 read access to only those parties who require it.,https://kb.securestate.vmware.com/s3-allusers-read.html,aws,Security,s3,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
Redshift audit logging is not enabled,"AWS Redshift is able to track user activity and log connection data, user configuration changes, and other user requests.  We recommend that you enable this logging in order to provide an audit trail.
",You should enable Redshift audit logging.,https://kb.securestate.vmware.com/redshift-no-user-logging.html,aws,Audit,redshift,Low,Not Available,Not Available,Not Available,Not Available
Redshift cluster encryption is not enabled,"By default, AWS Redshift cluster data is not encrypted, but Amazon recommends that you enable encryption for clusters that contain sensitive data.  Encryption can protect your Redshift data in the event of a breach.  
",You should enable encryption on Redshift clusters to protect against data breaches.,https://kb.securestate.vmware.com/redshift-encrypted.html,aws,Security,redshift,Low,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
Redshift engine upgrades are disabled,"The Amazon Redshift engine is updated periodically.  You can enable or disable engine upgrades.  We recommend that you enable engine upgrades in order to receive security updates as soon as they become available.
",You should enable Redshift engine automatic upgrades in order to apply security updates as quickly as possible.,https://kb.securestate.vmware.com/redshift-no-version-upgrade.html,aws,Reliability,redshift,Low,Not Available,Not Available,Not Available,Not Available
Redshift is not configured to require SSL connections,"By default, AWS Redshift does not require an SSL connection.  We recommend that you configure Redshift to use SSL in order to protect data in transit.
",You should enable SSL connections for Redshift to protect data in transit.,https://kb.securestate.vmware.com/redshift-no-require-ssl.html,aws,Security,redshift,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
S3 access logging is not enabled,"You can enable access logging on Amazon S3 buckets in order to gain a better understanding of the requests that users make for bucket objects.  We recommend that you enable logging in order to have an audit trail for your S3 buckets.  This feature is not enabled by default; you must enable it.
",You should enable S3 access logging for all buckets to ensure that you have an audit trail.,https://kb.securestate.vmware.com/s3-logging-disabled.html,aws,Audit,s3,Low,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
S3 bucket access is restricted only by IP address,"Amazon S3 bucket policies can control access to a bucket by user, group, or host IP address.  Because more than one user can use a particular IP address, we recommend that you only use IP address restrictions in combination with user restrictions.
",You should restrict access to S3 buckets by user or group rather than by IP address.,https://kb.securestate.vmware.com/s3-only-ip-based-policy.html,aws,Security,s3,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
Secure connections are not enabled for storage transactions,"When you enable secure transfer for Azure storage, Azure will require secure (SSL/TLS) connections for storage transactions.  CIS 3.1 recommends that you enable this feature.  This feature is not enabled by default; you must enable it.
",You should enable secure connections for storage transactions in order to protect data in transit.,https://kb.securestate.vmware.com/azure-storage-secure-transfer-required-enabled.html,azure,Security,Microsoft.Storage,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
Security alert emails are not enabled,"When you enable email security alerts and provide a security contact email address, Microsoft will email security alerts about your account to that address.  CIS 2.18 recommends that you enable this feature.  This feature is not enabled by default; you must enable it.
",You should enable security alert emails to ensure that you receive security alerts in a timely fashion.,https://kb.securestate.vmware.com/azure-security-send-email-alerts-on.html,azure,Security,Microsoft.Security,Low,Not Available,Not Available,Not Available,Not Available
Security alert emails are not enabled for security policy subscribers,"When you enable email security alerts and provide a security contact email address, Microsoft will email security alerts about your account to that address.  In addition, you can configure Azure to send security alerts by email to security policy owners.  CIS 2.19 recommends that you enable this feature.  This feature is not enabled by default; you must enable it.
",You should enable email alerts for security policy subscribers to ensure that all parties are alerted about security problems in a timely fashion.,https://kb.securestate.vmware.com/azure-security-send-email-to-subscription-owners-on.html,azure,Security,Microsoft.Security,Low,Not Available,Not Available,Not Available,Not Available
Security contact email addresses are not set,"When you provide a security contact email address, Microsoft will email security alerts about your account to that address.  CIS 2.16 recommends that you enable this feature.  Security contact email addresses are not configured by default; you must provide the addresses.
",You should configure security contact email addresses to ensure that you receive alerts from Azure.,https://kb.securestate.vmware.com/azure-security-security-contact-emails-set.html,azure,Security,Microsoft.Security,Low,Not Available,Not Available,Not Available,Not Available
Security contact phone numbers are not set,"When you provide a security contact phone number, Microsoft will send security alerts about your account to that number.  CIS 2.17 recommends that you enable this feature.  Security contact phone numbers are not configured by default; you must provide the numbers.
",You should configure security contact phone numbers to ensure that you receive alerts from Azure.,https://kb.securestate.vmware.com/azure-security-security-contact-phone-num-set.html,azure,Security,Microsoft.Security,Low,Not Available,Not Available,Not Available,Not Available
Server threat detection logs are not retained for more than 90 days,"When you enable SQL threat detection, Azure will log server threat information to your Azure storage.  You should retain logs for a period of time sufficient to detect security breaches and other anomalies.  CIS 4.1.7 recommends that you configure these logs to be retained for 90 days or longer.
",You should configure Azure to retain server threat detection logs for more than 90 days in order to ensure that you have a sufficient record to detect breaches and troubleshoot anomalies.,https://kb.securestate.vmware.com/azure-sql-threat-detection-retention-greater-than-90-days-server.html,azure,Security,Microsoft.Sql,Low,Defense Evasion,Revert Cloud Instance,T1536,https://attack.mitre.org/techniques/T1536/
SQL auditing and threat detection recommendations are disabled,"SQL auditing must be enabled in order for you to configure SQL server threat detection.  Threat detection identifies potential security threats to the database.  When you enable the ""SQL Auditing and Threat Detection"" security policy, Azure will make recommendations about security auditing for SQL Server.  CIS 2.14 recommends that you enable this feature.  This feature is enabled by default.
",You should enable SQL auditing and threat detection recommendations to ensure that you are aware of SQL servers that lack threat detection.,https://kb.securestate.vmware.com/azure-security-sql-auditing-threat-detection-on.html,azure,Security,Microsoft.Security,Medium,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
SQL data encryption is disabled,"Azure allows you to encrypt SQL server databases.  Encrypting your database can protect data in the event of a security breach.  When you enable data encryption, Azure transparently encrypts the SQL database, backups, and transaction logs.  CIS 4.2.6 recommends that you enable this feature.  This feature is enabled by default.
",You should enable SQL data encryption to protect against data breaches.,https://kb.securestate.vmware.com/azure-sql-data-encryption-on.html,azure,Security,Microsoft.Sql,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
SQL database alert emails to service and co-administrators are not enabled,"When you enable email for service and co-administrators, Azure will email alerts to all administrators of the SQL service.  CIS 4.1.5 recommends that you enable this feature to ensure that alerts are received and acted upon quickly.  This feature is not enabled by default; you must enable it.
",You should enable SQL database alert emails to service and co-administrators to ensure that all parties are alerted about security problems in a timely fashion.,https://kb.securestate.vmware.com/azure-sql-email-service-co-administrators-enabled-database.html,azure,Security,Microsoft.Sql,Low,Defense Evasion,Revert Cloud Instance,T1536,https://attack.mitre.org/techniques/T1536/
SQL database audit logs are not retained for a sufficient period of time,"When you enable SQL auditing, Azure logs SQL database events to your storage account.  You should retain logs for a period of time sufficient to detect security breaches and other anomalies.  CIS 4.2.7 recommends that you configure Azure to retain the audit logs for more than 90 days.  This feature is not enabled by default; you must enable it.
",You should retain SQL database audit logs for more than 90 days to ensure that you have a sufficient record to detect breaches and troubleshoot anomalies.,https://kb.securestate.vmware.com/azure-sql-auditing-retention-greater-than-90-days-database.html,azure,Security,Microsoft.Sql,Low,Not Available,Not Available,Not Available,Not Available
SQL database auditing is not enabled,"When you enable SQL database auditing, Azure logs database events to your storage account.  CIS 4.2.1 recommends that you enable this feature.  This feature is not enabled by default; you must enable it.
",You should enable SQL database auditing so that you can monitor SQL database events.,https://kb.securestate.vmware.com/azure-sql-auditing-on-database.html,azure,Security,Microsoft.Sql,Medium,Not Available,Not Available,Not Available,Not Available
SQL database threat detection is not enabled,"When you enable SQL threat detection and provide an email address for SQL alerts, Azure will email the contact about unusual SQL events.  SQL threat detection is able to identify SQL injection attempts, unusual access patterns, and brute force attacks.  CIS 4.2.2 recommends that you enable this feature.  This feature is not enabled by default; you must enable it.
",You should enable SQL database threat detection to help protect against SQL server vulnerabilities.,https://kb.securestate.vmware.com/azure-sql-threat-detection-on-database.html,azure,Security,Microsoft.Sql,High,Defense Evasion,Revert Cloud Instance,T1536,https://attack.mitre.org/techniques/T1536/
SQL server alert emails to service and co-administrators are not enabled,"When you enable email for service and co-administrators, Azure will email alerts to all administrators of the SQL service.  CIS 4.1.5 recommends that you enable this feature to ensure that alerts are received and acted upon quickly.  This feature is not enabled by default; you must enable it.
",You should enable SQL server alert emails to service and co-administrators to ensure that all parties are alerted about security problems in a timely fashion.,https://kb.securestate.vmware.com/azure-sql-email-service-co-administrators-enabled-server.html,azure,Security,Microsoft.Sql,Low,Defense Evasion,Revert Cloud Instance,T1536,https://attack.mitre.org/techniques/T1536/
SQL server audit logs are not retained for a sufficient period of time,"When you enable SQL auditing, Azure logs SQL server events to your storage account.  You should retain logs for a period of time sufficient to detect security breaches and other anomalies.  CIS 4.1.6 recommends that you configure Azure to retain the audit logs for more than 90 days.  This feature is not enabled by default; you must enable it.
",You should retain SQL server audit logs for more than 90 days to ensure that you have a sufficient record to detect breaches and troubleshoot anomalies.,https://kb.securestate.vmware.com/azure-sql-auditing-retention-greater-than-90-days-server.html,azure,Security,Microsoft.Sql,Low,Not Available,Not Available,Not Available,Not Available
SQL server auditing is not enabled,"When you enable SQL server auditing, Azure logs server-level events to your storage account.  CIS 4.1.1 recommends that you enable this feature.  This feature is not enabled by default; you must enable it.
",You should enable SQL server auditing so that you can monitor SQL server events.,https://kb.securestate.vmware.com/azure-sql-auditing-on-server.html,azure,Security,Microsoft.Sql,Medium,Not Available,Not Available,Not Available,Not Available
SQL Server encryption recommendations are disabled,"When you enable the ""SQL Encryption"" security policy, Azure will make recommendations about encrypting SQL Server data.  Encryption can protect data in the event of a data breach, so you should enable Azure encryption recommendations to ensure that you have applied encryption in all possible circumstances.  CIS 2.15 recommends that you enable this feature.  This feature is enabled by default.
",You should enable SQL Server encryption recommendations to ensure that you apply encryption wherever possible.,https://kb.securestate.vmware.com/azure-security-sql-encryption-on.html,azure,Security,Microsoft.Security,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
SQL server threat detection is not enabled,"When you enable SQL threat detection and provide an email address for SQL alerts, Azure will email the contact about unusual SQL events.  SQL threat detection is able to identify SQL injection attempts, unusual access patterns, and brute force attacks.  CIS 4.1.2 recommends that you enable this feature.  This feature is not enabled by default; you must enable it.
",You should enable SQL server threat detection to help protect against SQL server vulnerabilities.,https://kb.securestate.vmware.com/azure-sql-threat-detection-on-server.html,azure,Security,Microsoft.Sql,High,Defense Evasion,Revert Cloud Instance,T1536,https://attack.mitre.org/techniques/T1536/
Storage encryption is disabled,"Azure allows you to encrypt blob and file storage.  Encrypting your Azure storage can protect data in the event of a breach.  CIS 2.11 recommends that you enable this setting.  This feature is enabled by default.
",You should enable storage encryption to protect against data breaches.,https://kb.securestate.vmware.com/azure-security-storage-encryption-on.html,azure,Security,Microsoft.Security,Medium,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
Storage service encryption is disabled,"When you enable storage encryption, all new data added to Azure blobs and files will be encrypted.  Encrypting your Azure storage can protect data in the event of a breach.  CIS 2.11 recommends that you enable this feature.  This feature is enabled by default.
",You should enable file service encryption to protect against data breaches.,https://kb.securestate.vmware.com/azure-storage-storage-encryption-enabled-for-file-service.html,azure,Security,Microsoft.Storage,High,Collection,Data from Cloud Storage Object,T1530,https://attack.mitre.org/techniques/T1530/
The AWS account password policy was deleted or weakened (GuardDuty),"Amazon GuardDuty provides monitoring and alerting based on analysis of VPC Flow Logs, CloudTrail logs, and DNS logs.  It can alert you about traffic to or from sources that are known to be malicious.  It can also identify unusual patterns in AWS account activity.  GuardDuty reports when the password policy for your account has changed in a way that weakens it.  The password policy may have been deleted or the configuration may have been changed in a way that reduces the password length or complexity requirements.
",Verify that changed password policy is desired and which credential was used to make the configuration change.,https://kb.securestate.vmware.com/aws-guardduty-password-policy-change.html,aws,Stealth,iam,Low,"Initial Access,Persistence,Defense Evasion,Privlege Escalation",Valid Accounts,T1078,https://attack.mitre.org/techniques/T1078/
The AWS Key Management System is not used in this AWS account,"The AWS Key Management System allows you to generate cryptographic keys that you can use to encrypt data on instances, databases, snapshots, and S3 and Redshift storage.  You should use this service to protect your data with encryption.
",You should use KMS to generate cryptographic keys and use them to encrypt data in AWS.,https://kb.securestate.vmware.com/kms-unused.html,aws,Security,user,Low,Not Available,Not Available,Not Available,Not Available
The AWS root account is configured with multiple access keys,"The AWS root account is configured with multiple access keys.  In most cases, this situation occurs when the account still contains older access keys that are no longer used.  You should restrict the root account to a single access key whenever possible or, better yet, use IAM accounts and roles with limited permissions that are suited to the task at hand.
",You should limit the use of access keys.,https://kb.securestate.vmware.com/iam-root-multiple-keys.html,aws,Access,iam,Medium,"Initial Access,Persistence,Defense Evasion,Privlege Escalation",Valid Accounts,T1078,https://attack.mitre.org/techniques/T1078/
The AWS root account is in active use,"The AWS root account has unrestricted access to all account resources, which increases the potential for damaging mistakes.  CIS 1.1 recommends that you minimize the use of the root account.
",You should minimize the use of the AWS root account to mitigate the risks inherent in the use of an omnipotent account.,https://kb.securestate.vmware.com/iam-active-root-user.html,aws,Security,iam,Low,"Initial Access,Persistence,Defense Evasion,Privlege Escalation",Valid Accounts,T1078,https://attack.mitre.org/techniques/T1078/
The Azure Virtual Machine Agent is not installed,"The Azure VM Agent is required in order for Security Center to collect information about your virtual machines.  Among other features, Security Center provides monitoring and policy enforcement services that are required for many Azure security services.  CIS 7.1 recommends that you enable this feature in order to gain access to Security Center features.  The VM Agent is installed by default when you deploy instances from the Azure Marketplace; otherwise, you must install it manually.
",You should install the Azure VM Agent on all compatible virtual machines so that you can make use of Azure Security Center features.,https://kb.securestate.vmware.com/azure-security-vm-agent-installed.html,azure,Security,Microsoft.Compute,High,Initial Access,Exploit Public-Facing Application,T1190,https://attack.mitre.org/techniques/T1190/
The Create or Update Network Security Group event is not configured to generate an alert,"Azure allows you to create activity logs for configuration events.  CIS 5.4 recommends that you create an alert for the ""Create or Update Network Security Group"" event.  Monitoring alerts do not exist by default; you must create them.
",You should create an alert for network security group configuration changes in order to ensure that misconfigurations are detected quickly.,https://kb.securestate.vmware.com/azure-monitoring-activity-log-alert-for-create-or-update-network-security-group.html,azure,Logging,Microsoft.Insights,Medium,Not Available,Not Available,Not Available,Not Available
The Create or Update Security Solution event does not generate an alert,"Azure Security Center allows you to deploy security solutions, virtual devices or applications that provide security infrastructure.  Azure logs an event when the configuration of a security solution is updated.  CIS 5.8 recommends that you create an alert for the ""Create or Update Security Solution"" event.  Monitoring alerts do not exist by default; you must create them.
",You should create an alert to ensure that you are aware of configuration changes to Security Center solutions.,https://kb.securestate.vmware.com/azure-monitoring-activity-log-alert-for-create-or-update-security-solution.html,azure,Logging,Microsoft.Insights,Medium,Not Available,Not Available,Not Available,Not Available
The Create or Update SQL Server Firewall Rule event does not generate an alert,"SQL Server is equipped with a software firewall. Azure logs an event when firewall rules are updated.  CIS 5.10 recommends that you create an alert for the ""Create or Update SQL Server Firewall Rule"" event.  Monitoring alerts do not exist by default; you must create them.
",You should create an alert to ensure that you are aware of SQL Server firewall configuration changes.,https://kb.securestate.vmware.com/azure-monitoring-activity-log-alert-for-create-or-update-sql-server-firewall-rule.html,azure,Logging,Microsoft.Insights,Medium,Not Available,Not Available,Not Available,Not Available
The Create Policy Assignment event does not generate an alert,"Azure allows you to create policies that enforce requirements for services.  Once you have created a policy, you can apply it to any number of services.  Azure logs an event when changes to policy assignments occur.  CIS 5.3 recommends that you create an alert for the ""Create Policy Assignment"" event.  Monitoring alerts do not exist by default; you must create them.
",You should create an alert to ensure that you are aware of changes to policy assignments.,https://kb.securestate.vmware.com/azure-monitoring-activity-log-alert-for-create-policy-assignment.html,azure,Logging,Microsoft.Insights,Medium,Not Available,Not Available,Not Available,Not Available
The default security group is too permissive,"In their default configuration, AWS VPCs use a default security group that denies all inbound traffic, allows all outbound traffic, and allows all traffic between members of the security group.  If you do not specify a security group when you launch a new instance, AWS will automatically assign it to the default security group.  CIS 2.1 recommends that you configure the default security group to restrict all traffic in order to mitigate the risk entailed by inadvertently assigning new instances to the default security group.  This process must be completed for each VPC.
",You should configure a more restrictive policy for the default security group.,https://kb.securestate.vmware.com/ec2-default-security-group-traffic.html,aws,Security,ec2,Medium,Not Available,Not Available,Not Available,Not Available
The Delete Network Security Group event does not generate an alert,"Azure network security groups control network access to Azure subnets.  Azure logs an event when a network security group is deleted.  CIS 5.5 recommends that you create an alert for the ""Delete Network Security Group"" event.  Monitoring alerts do not exist by default; you must create them.
",You should create an alert to ensure that you are aware when network security groups are deleted.,https://kb.securestate.vmware.com/azure-monitoring-activity-log-alert-for-delete-network-security-group.html,azure,Logging,Microsoft.Insights,Medium,Not Available,Not Available,Not Available,Not Available
The Delete Network Security Group Rule event does not generate an alert,"Azure network security groups control network access to Azure subnets.  Azure logs an event when a network security group rule is deleted.  CIS 5.7 recommends that you create an alert for the ""Delete Network Security Group Rule"" event.  Monitoring alerts do not exist by default; you must create them.
",You should create an alert to ensure that you are aware when rules are deleted from network security groups.,https://kb.securestate.vmware.com/azure-monitoring-activity-log-alert-for-delete-network-security-group-rule.html,azure,Logging,Microsoft.Insights,Medium,Not Available,Not Available,Not Available,Not Available
The Delete Security Solution event does not generate an alert,"Azure Security Center allows you to deploy security solutions, virtual devices or applications that provide security infrastructure.  When a security solution is deleted, Azure logs the event.  CIS 5.9 recommends that you create an alert for the ""Delete Security Solution"" event.  Monitoring alerts do not exist by default; you must create them.
",You should create an alert to ensure that you are aware when Security Center solutions are deleted.,https://kb.securestate.vmware.com/azure-monitoring-activity-log-alert-for-delete-network-security-solution.html,azure,Logging,Microsoft.Insights,Medium,Not Available,Not Available,Not Available,Not Available
The Delete SQL Firewall Rule event does not generate an alert,"SQL Server is equipped with a software firewall. Azure logs an event when firewall rules are deleted.  CIS 5.11 recommends that you create an alert for the ""Delete SQL Server Firewall Rule"" event.  Monitoring alerts do not exist by default; you must create them.
",You should create an alert to ensure that you are aware when SQL Server firewall rules are deleted.,https://kb.securestate.vmware.com/azure-monitoring-activity-log-alert-for-delete-sql-server-firewall-rule.html,azure,Logging,Microsoft.Insights,Medium,Not Available,Not Available,Not Available,Not Available
The password policy does not prevent password reuse,"Amazon recommends that you set a password policy for your AWS account that prevents password reuse.  If you allow password reuse, you increase the odds that a lost or stolen password can be used by an attacker.  CIS 1.10 recommends that your password policy prevent IAM users from reusing previous passwords.  This feature is not enabled by default; you must enable it.
",You should use a password policy that does not allow passwords to be reused in order to reduce the risk of lost or stolen passwords.,https://kb.securestate.vmware.com/iam-passwordreuseprevention.html,aws,Access,iam,High,Not Available,Not Available,Not Available,Not Available
The password policy does not require lowercase characters,"Amazon recommends that you set a password policy for your AWS account that enforces password expiration, length, complexity, and other parameters.  CIS 1.6 recommends that your password policy includes a requirement for at least one lower case letter.  This feature is not enabled by default; you must enable it.
",You should use a password policy that requires lowercase characters.,https://kb.securestate.vmware.com/iam-password-policy-lowercase.html,aws,Access,iam,Medium,Not Available,Not Available,Not Available,Not Available
The password policy does not require numbers,"Amazon recommends that you set a password policy for your AWS account that enforces password expiration, length, complexity, and other parameters.  CIS 1.8 recommends that your password policy includes a requirement for at least one number.  This feature is not enabled by default; you must enable it.
",You should use a password policy that requires numbers.,https://kb.securestate.vmware.com/iam-password-policy-number.html,aws,Access,iam,Medium,Not Available,Not Available,Not Available,Not Available
The password policy does not require symbols,"Amazon recommends that you set a password policy for your AWS account that enforces password expiration, length, complexity, and other parameters.  CIS 1.7 recommends that your password policy include a requirement for at least one symbol.  This feature is not enabled by default; you must enable it.
",You should use a password policy that requires symbols.,https://kb.securestate.vmware.com/iam-password-policy-symbol.html,aws,Access,iam,Medium,Not Available,Not Available,Not Available,Not Available
The password policy does not require uppercase characters,"Amazon recommends that you set a password policy for your AWS account that enforces password expiration, length, complexity, and other parameters.  CIS 1.5 recommends that your password policy includes a requirement for at least one upper case letter.  This feature is not enabled by default; you must enable it.
",You should use a password policy that requires uppercase characters.,https://kb.securestate.vmware.com/iam-password-policy-uppercase.html,aws,Access,iam,Medium,Not Available,Not Available,Not Available,Not Available
The password policy does not set a minimum length,"Amazon recommends that you set a password policy for your AWS account that enforces password expiration, length, complexity, and other parameters.  CIS 1.9 recommends that your password policy includes a requirement for a minimum password length of 14 characters.  This feature is not enabled by default; you must enable it.
",You should use a password policy with a minimum length of not less than 14 characters.,https://kb.securestate.vmware.com/iam-password-policy-min-length.html,aws,Access,iam,Medium,Not Available,Not Available,Not Available,Not Available
The RDS backup retention period is less than 30 days,"Amazon RDS creates a storage volume snapshot of your DB instance and retains that snapshot for one day by default.  You can change the backup retention period and we recommend that you set it to a minimum of 30 days.
",You should configure a retention period of 30 days or longer for RDS snapshots.,https://kb.securestate.vmware.com/rds-short-backup-retention-period.html,aws,Dataloss,rds,Low,Not Available,Not Available,Not Available,Not Available
The Redshift snapshot retention period is less than 30 days,"Amazon Redshift creates incremental snapshots from your cluster and retains those snapshots for one day by default.  You can change the backup retention period and we recommend that you set it to a minimum of 30 days.
",You should configure a retention period of 30 days or longer for Redshift snapshots.,https://kb.securestate.vmware.com/redshift-snapshot-retention.html,aws,Dataloss,redshift,High,Not Available,Not Available,Not Available,Not Available
