field_names,keyword,monitor,name,priority,regex,status,template
EVENTTIME,rex,1,SearchOperator MIssing Named Group,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+ERROR\s+SearchOperator:rex\s+-\s+Error\s+in\s+'rex'\s+command:\s+The\s+regex\s+'\$regex\$'\s+does\s+not\s+extract\s+anything.\s+It\s+should\s+specify\s+at\s+least\s+one\s+named\s+group.\s+Format:\s+\(\?<name>...\).,Active,EVENTTIME ERROR SearchOperator:rex - Error in 'rex' command: The regex '\$regex\$' does not extract anything. It should specify at least one named group. Format: \(?<name>...\).
EVENTTIME IDX REASON,reason,TRUE,IndexWriter - idx Handling shutdown or signal,1,"(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+IndexWriter\s+-\s+idx=(?P<IDX>[^\s+]+)\s+Handling\s+shutdown\s+or\s+signal,\s+reason=(?P<REASON>[^\s+]+)",Active,"EVENTTIME INFO  IndexWriter - idx=IDX Handling shutdown or signal, reason=REASON"
EVENTTIME GROUP NAME TASK REPLICATE_SEMISLICE THROTTLE_OPTIMIZE FLUSHBLOCKSIG HOTBKT SIZE ROLL_HOTBKT CHILL CHECKSUM METADATA REBUILD_DATA MANIFEST VOLUMES MAXSIZES EXTERNPROC,throttle_optimize,TRUE,Metrics - group task name rebuild_metadata,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+Metrics\s+-\s+group=(?P<GROUP>[^\s+]+)\s+name=(?P<NAME>[^\s+]+)\s+task=(?P<TASK>[^\s+]+)\s+replicate_semislice=(?P<REPLICATE_SEMISLICE>[^\s+]+)\s+throttle_optimize=(?P<THROTTLE_OPTIMIZE>[^\s+]+)\s+flushBlockSig=(?P<FLUSHBLOCKSIG>[^\s+]+)\s+retryMove_1hotBkt=(?P<HOTBKT>[^\s+]+)\s+size_hotBkt=(?P<SIZE>[^\s+]+)\s+roll_hotBkt=(?P<ROLL_HOTBKT>[^\s+]+)\s+chillOrFreeze=(?P<CHILL>[^\s+]+)\s+update_checksums=(?P<CHECKSUM>[^\s+]+)\s+fork_recovermetadata=(?P<METADATA>[^\s+]+)\s+rebuild_metadata=(?P<REBUILD_DATA>[^\s+]+)\s+update_bktManifest=(?P<MANIFEST>[^\s+]+)\s+service_volumes=(?P<VOLUMES>[^\s+]+)\s+service_maxSizes=(?P<MAXSIZES>[^\s+]+)\s+service_externProc=(?P<EXTERNPROC>[^\s+]+),Active,EVENTTIME INFO  Metrics - group=GROUP name=NAME task=TASK replicate_semislice=REPLICATE_SEMISLICE throttle_optimize=THROTTLE_OPTIMIZE flushBlockSig=FLUSHBLOCKSIG retryMove_1hotBkt=HOTBKT size_hotBkt=SIZE roll_hotBkt=ROLL_HOTBKT chillOrFreeze=CHILL update_checksums=CHECKSUM fork_recovermetadata=METADATA rebuild_metadata=REBUILD_DATA update_bktManifest=MANIFEST service_volumes=VOLUMES service_maxSizes=MAXSIZES service_externProc=EXTERNPROC
EVENTTIME PROCESSPATH,process,TRUE,ExecProcessor - New scheduled exec process,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+ExecProcessor\s+-\s+New\s+scheduled\s+exec\s+process:\s+(?P<PROCESSPATH>.*),Active,EVENTTIME INFO  ExecProcessor - New scheduled exec process: PROCESSPATH
EVENTTIME NUMBER EMPTYVAL,search,TRUE,SearchParser - Missing a search command before '$,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+ERROR\s+SearchParser\s+-\s+Missing\s+a\s+search\s+command\s+before\s+'\$'.\s+Error\s+at\s+position\s+'(?P<NUMBER>\d+\.?\d*)'\s+of\s+search\s+query\s+'\|inputlookup\s+kv-store-for-active-patterns-Local-Sp...\{snipped\}\s+\{errorcontext\s+=(?P<EMPTYVAL>\S*)\s+\$TempName\|\$\s+\|\s+output\}'.,Active,EMPTYVALEVENTTIME ERROR SearchParser - Missing a search command before '$'. Error at position 'NUMBER' of search query '|inputlookup kv-store-for-active-patterns-Local-Sp...{snipped} {errorcontext = $TempName|$  | output}'.
EVENTTIME INDEX,index,TRUE, DatabaseDirectoryManager - Start-up refreshing bucket manifest,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+DatabaseDirectoryManager\s+-\s+Start-up\s+refreshing\s+bucket\s+manifest\s+index=(?P<INDEX>[^\s+]+),Active,EVENTTIME INFO  DatabaseDirectoryManager - Start-up refreshing bucket manifest index=INDEX
EVENTTIME USER ACTION APP,action,TRUE, LocalAppsAdminHandler - User triggered  action,1,"(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+WARN\s+LocalAppsAdminHandler\s+-\s+User\s+'(?P<USER>\S+)'\s+triggered\s+the\s+'(?P<ACTION>\w+)'\s+action\s+on\s+app\s+'(?P<APP>\S+)',\s+and\s+the\s+following\s+objects\s+required\s+a\s+restart:\s+distsearch",Active,"EVENTTIME WARN LocalAppsAdminHandler - User 'USER' triggered the 'ACTION' action on app 'APP', and the following objects required a restart: distsearch"
EVENTTIME SOCKETS_COUNT,sockets,1,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+loader\s+-\s+Limiting\s+REST\s+HTTP\s+server\s+to\s+(?P<SOCKETS_COUNT>\d+\.?\d*)\s+sockets,Active,EVENTTIME INFO loader - Limiting REST HTTP server to SOCKETS_COUNT sockets
EVENTTIME,stackmgr,1,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+LicenseMgr\s+-\s+StackMgr\s+init\s+complete...,Active,EVENTTIME INFO LicenseMgr - StackMgr init complete...
EVENTTIME GROUP NAME CUR_SIZE INACTIVE_CHANNELS NEW_CHANNELS REMOVES_CHANNELS RECLAIMED_CHANNELS TIMEDOUT_CHANNELS ABANDONED_CHANNELS,timedout_channels,TRUE, Metrics - group timedout_channels,1,"(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+Metrics\s+-\s+group=(?P<GROUP>[^\s+]+)\s+name=(?P<NAME>[^\s+]+)\s+current_size=(?P<CUR_SIZE>[^\s+]+)\s+inactive_channels=(?P<INACTIVE_CHANNELS>[^\s+]+)\s+new_channels=(?P<NEW_CHANNELS>[^\s+]+),\s+removed_channels=(?P<REMOVES_CHANNELS>[^\s+]+),\s+reclaimed_channels=(?P<RECLAIMED_CHANNELS>[^\s+]+),\s+timedout_channels=(?P<TIMEDOUT_CHANNELS>[^\s+]+)\s+abandoned_channels=(?P<ABANDONED_CHANNELS>[^\s+]+)",Active,"EVENTTIME INFO  Metrics - group=GROUP name=NAME current_size=CUR_SIZE inactive_channels=INACTIVE_CHANNELS new_channels=NEW_CHANNELS, removed_channels=REMOVES_CHANNELS, reclaimed_channels=RECLAIMED_CHANNELS, timedout_channels=TIMEDOUT_CHANNELS abandoned_channels=ABANDONED_CHANNELS"
EVENTTIME PREVIOUS_COUNT CURR_COUNT,scan,TRUE,IntrospectionGenerator:resource_usage - event delta scan count is negative.,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+ERROR\s+IntrospectionGenerator:resource_usage\s+-\s+RU\s+-\s+Error:\s+event\s+delta\s+scan\s+count\s+is\s+negative.\s+Previous\s+scan\s+count:\s+(?P<PREVIOUS_COUNT>\d+\.?\d*)\s+Current\s+scan\s+count:\s+(?P<CURR_COUNT>\d+\.?\d*),Active,EVENTTIME ERROR IntrospectionGenerator:resource_usage -  RU - Error: event delta scan count is negative.  Previous scan count: PREVIOUS_COUNT Current scan count: CURR_COUNT
EVENTTIME GROUP NAME COUNT AVG_TIME MAX_TIME CUR_SIZE LARGE_SIZE MIN_SIZE,group,TRUE, Metrics - group avg_time_spent_in_queue,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+Metrics\s+-\s+group=(?P<GROUP>[^\s+]+)\s+name=(?P<NAME>[^\s+]+)\s+enqueue_seaches_count=(?P<COUNT>[^\s+]+)\s+avg_time_spent_in_queue=(?P<AVG_TIME>[^\s+]+)\s+max_time_spent_in_queue=(?P<MAX_TIME>[^\s+]+)\s+current_queue_size=(?P<CUR_SIZE>[^\s+]+)\s+largest_queue_size=(?P<LARGE_SIZE>[^\s+]+)\s+min_queue_size=(?P<MIN_SIZE>[^\s+]+),Active,EVENTTIME INFO  Metrics - group=GROUP name=NAME enqueue_seaches_count=COUNT avg_time_spent_in_queue=AVG_TIME max_time_spent_in_queue=MAX_TIME current_queue_size=CUR_SIZE largest_queue_size=LARGE_SIZE min_queue_size=MIN_SIZE
EVENTTIME BID PROGRESS,bid,TRUE,CMSlave - addTargetInProgress,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+CMSlave\s+-\s+bid=(?P<BID>[^\s+]+)\s+addTargetInProgress=(?P<PROGRESS>[^\s+]+),Active,EVENTTIME INFO  CMSlave - bid=BID addTargetInProgress=PROGRESS
EVENTTIME GROUP RESERVED_BYTES FREE_BYTES,reserved_bytes,TRUE,  Metrics - group reserved_bytes,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+Metrics\s+-\s+group=(?P<GROUP>[^\s+]+)\s+reserved_bytes=(?P<RESERVED_BYTES>[^\s+]+)\s+free_bytes=(?P<FREE_BYTES>[^\s+]+),Active,EVENTTIME INFO  Metrics - group=GROUP reserved_bytes=RESERVED_BYTES free_bytes=FREE_BYTES
EVENTTIME GROUP NAME MAX_MS MEAN_MS,group,TRUE,Metrics - group name,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+Metrics\s+-\s+group=(?P<GROUP>[^\s+]+)\s+name=(?P<NAME>[^\s+]+)\s+bundle_dir_reaper_max_ms=(?P<MAX_MS>[^\s+]+)\s+bundle_dir_reaper_mean_ms=(?P<MEAN_MS>[^\s+]+),Active,EVENTTIME INFO  Metrics - group=GROUP name=NAME bundle_dir_reaper_max_ms=MAX_MS bundle_dir_reaper_mean_ms=MEAN_MS
EVENTTIME,shpooling,1,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+SHClusterMgr\s+-\s+shpooling\s+disabled,Active,EVENTTIME INFO SHClusterMgr - shpooling disabled
EVENTTIME BID STATUS PROGESS,status,TRUE, CMSlave - addTarget status,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+CMSlave\s+-\s+addTargetDone\s+bid=(?P<BID>[^\s+]+)\s+status=(?P<STATUS>[^\s+]+)\s+addTargetInProgress=(?P<PROGESS>[^\s+]+),Active,EVENTTIME INFO  CMSlave - addTargetDone bid=BID status=STATUS addTargetInProgress=PROGESS
EVENTTIME PORT,port,1,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+TcpInputProc\s+-\s+Creating\s+fwd\s+data\s+Acceptor\s+for\s+IPv4\s+port\s+(?P<PORT>\d+\.?\d*)\s+with\s+Non-SSL,Active,EVENTTIME INFO  TcpInputProc - Creating fwd data Acceptor for IPv4 port PORT with Non-SSL
EVENTTIME BID ID HOST PORT,host,TRUE,BucketReplicator - Created asyncReplication task,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+BucketReplicator\s+-\s+Created\s+asyncReplication\s+task\s+for\s+bucket\s+bid=(?P<BID>[^\s+]+)\s+to=guid=(?P<ID>[^\s+]+)\s+host=(?P<HOST>[^\s+]+)\s+s2sport=(?P<PORT>[^\s+]+),Active,EVENTTIME INFO  BucketReplicator - Created asyncReplication task for bucket bid=BID to=guid=ID host=HOST s2sport=PORT
EVENTTIME BUCKET PURPOSE STATUS SEARCHABLE MASK EARLIEST LATEST STANDALONE,standalone,TRUE, CMSlave - event  status,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+CMSlave\s+-\s+event=(?P<BUCKET>[^\s+]+)\s+bid=(?P<PURPOSE>[^\s+]+)\s+status=(?P<STATUS>[^\s+]+)\s+ss=(?P<SEARCHABLE>[^\s+]+)\s+mask=(?P<MASK>[^\s+]+)\s+earliest=(?P<EARLIEST>[^\s+]+)\s+latest=(?P<LATEST>[^\s+]+)\s+standalone=(?P<STANDALONE>[^\s+]+),Active,EVENTTIME INFO  CMSlave - event=BUCKET bid=PURPOSE status=STATUS ss=SEARCHABLE mask=MASK earliest=EARLIEST latest=LATEST standalone=STANDALONE
EVENTTIME FSCKNUMBER BUCKET_NAME BUCKET NUMBEROFSECONDS SECONDS,bucket,0,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+ProcessTracker\s+-\s+\(child_(?P<FSCKNUMBER>\d+\.?\d*)__Fsck\)\s+Fsck\s+-\s+\((?P<BUCKET_NAME>.*)\)\s+Rebuild\s+for\s+bucket=(?P<BUCKET>[^\s+]+)\s+took\s+(?P<NUMBEROFSECONDS>\d+\.?\d*)\s+(?P<SECONDS>\S+),Active,EVENTTIME INFO ProcessTracker - (child_FSCKNUMBER__Fsck) Fsck - (BUCKET_NAME) Rebuild for bucket=BUCKET took NUMBEROFSECONDS SECONDS
EVENTTIME,waiting,1,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+TailReader\s+-\s+tailreader0\s+waiting\s+to\s+be\s+un-paused,Active,EVENTTIME INFO TailReader - tailreader0 waiting to be un-paused
EVENTTIME STATE,compression,1,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+ServerConfig\s+-\s+Setting\s+HTTP\s+server\s+compression\s+state=(?P<STATE>[^\s+]+),Active,EVENTTIME INFO ServerCSTATEfig - Setting HTTP server compression state=on
EVENTTIME BID MASKED REASON,reason,TRUE,CMSlave - sourceMask for hot bucket,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+CMSlave\s+-\s+bid=(?P<BID>[^\s+]+)\s+setting\s+mask\s+to=(?P<MASKED>[^\s+]+)\s+reason=(?P<REASON>[^\s+]+)\s+sourceMask\s+for\s+hot\s+bucket,Active,EVENTTIME INFO  CMSlave - bid=BID setting mask to=MASKED reason=REASON sourceMask for hot bucket
EVENTTIME UUID RUNCONTEXT_SPLUNKD,runcontext_splunkd,TRUE, LMStackMgr - init completed runContext splunkd,1,"(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+LMStackMgr\s+-\s+init\s+completed\s+\[(?P<UUID>[\da-fA-F]{8}\-[\da-fA-F]{4}\-[\da-fA-F]{4}\-[\da-fA-F]{4}\-[\da-fA-F]{12}),Free,runContext_splunkd=(?P<RUNCONTEXT_SPLUNKD>[^\s+]+)",Active,"EVENTTIME INFO LMStackMgr - init completed [UUID,Free,runContext_splunkd=RUNCONTEXT_SPLUNKD"
EVENTTIME,pausing,1,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+TailingProcessor\s+-\s+Pausing\s+TailReader\s+module...,Active,EVENTTIME INFO TailingProcessor - Pausing TailReader module...
EVENTTIME,flusher,1,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+IndexerIf\s+-\s+got\s+offline\s+flusher\s+signal,Active,EVENTTIME INFO IndexerIf - got offline flusher signal
EVENTTIME,cmheartbeatthread,1,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+CMServiceThread\s+-\s+removing\s+thread\s+CMHeartbeatThread\s+from\s+eloop,Active,EVENTTIME INFO CMServiceThread - removing thread CMHeartbeatThread from eloop
EVENTTIME INITIAL_STATE_ID FINAL_STATE_ID REASON,transitioning,0,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+TailReader\s+-\s+State\s+transitioning\s+from\s+(?P<INITIAL_STATE_ID>\d+\.?\d*)\s+to\s+(?P<FINAL_STATE_ID>\d+\.?\d*)\s+\((?P<REASON>.*)\).,Active,EVENTTIME INFO TailReader - State transitioning from INITIAL_STATE_ID to FINAL_STATE_ID (REASON).
EVENTTIME EVENT TYPE SOURCE BID FILE,file,1,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+S2SFileReceiver\s+-\s+event=(?P<EVENT>[^\s+]+)\s+replicationType=(?P<TYPE>[^\s+]+)\s+src=(?P<SOURCE>[^\s+]+)\s+bid=(?P<BID>[^\s+]+)\s+file=(?P<FILE>[^\s+]+),Active,EVENTTIME INFO  S2SFileReceiver - event=EVENT replicationType=TYPE src=SOURCE bid=BID file=FILE
EVENTTIME CONFIG_FILE,getting,1,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+loader\s+-\s+Getting\s+configuration\s+data\s+from:\s+(?P<CONFIG_FILE>\S+),Active,EVENTTIME INFO  loader - Getting configuration data from: CONFIG_FILE
EVENTTIME GROUP NAME CURR_QUEUE_SIZE MAX_QUEUE_SIZE FILES_QUEUED NEW_FILES_QUEUED,new_files_queued,TRUE, Metrics - group new_files_queued,1,"(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+Metrics\s+-\s+group=(?P<GROUP>[^\s+]+)\s+name=(?P<NAME>[^\s+]+)\s+current_queue_size=(?P<CURR_QUEUE_SIZE>[^\s+]+),\s+max_queue_size=(?P<MAX_QUEUE_SIZE>[^\s+]+),\s+files_queued=(?P<FILES_QUEUED>[^\s+]+),\s+new_files_queued=(?P<NEW_FILES_QUEUED>[^\s+]+)",Active,"EVENTTIME INFO  Metrics - group=GROUP name=NAME current_queue_size=CURR_QUEUE_SIZE, max_queue_size=MAX_QUEUE_SIZE, files_queued=FILES_QUEUED, new_files_queued=NEW_FILES_QUEUED"
EVENTTIME,messagesmanager,TRUE,MessagesManager -  No message loaded for SEARCHFACTORY,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+WARN\s+MessagesManager\s+-\s+MessagesManager:\s+No\s+message\s+loaded\s+for\s+SEARCHFACTORY:UNKNOWN_OP__%s,Active,EVENTTIME WARN MessagesManager - MessagesManager: No message loaded for SEARCHFACTORY:UNKNOWN_OP__%s
EVENTTIME EVENT BID,event,TRUE, BucketReplicator -  bucket bid,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+BucketReplicator\s+-\s+event=(?P<EVENT>[^\s+]+)\s+bucket\s+bid=(?P<BID>[^\s+]+),Active,EVENTTIME INFO  BucketReplicator - event=EVENT bucket bid=BID
EVENTTIME RUN_CONTEXT,licensemgr,TRUE,LicenseMgr - Initing LicenseMgr runContext_splunkd,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+LicenseMgr\s+-\s+Initing\s+LicenseMgr\s+runContext_splunkd=(?P<RUN_CONTEXT>[^\s+]+),Active,EVENTTIME INFO  LicenseMgr - Initing LicenseMgr runContext_splunkd=RUN_CONTEXT
EVENTTIME EVENT1 STATUS1 SHUTDOWN1 UUID1 ADD_TYPE1 BASE_GENERATION_ID1 BATCH_SERIAL_NO1 BATCH_SIZE1 FORWARDER_PORT1 SSL1 LAST_GENERATION_ID1 UUID2 MGMT_PORT1 NAME2 REPLICATION_PORT2 SSL2 SERVER_NAME2 SITE2 SPLUNK_VERSION2 BUILD_NUMBER2 STATUS2,status,TRUE,CMSlave - event register_replication_address,1,"(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+CMSlave\s+-\s+event=(?P<EVENT1>[^\s+]+)\s+status=(?P<STATUS1>[^\s+]+)\s+shutdown=(?P<SHUTDOWN1>[^\s+]+)\s+request:\s+AddPeerRequest:\s+\{\s+_id=\s+active_bundle_id=(?P<UUID1>[\da-fA-F]{32,40})\s+add_type=(?P<ADD_TYPE1>[^\s+]+)\s+base_generation_id=(?P<BASE_GENERATION_ID1>[^\s+]+)\s+batch_serialno=(?P<BATCH_SERIAL_NO1>[^\s+]+)\s+batch_size=(?P<BATCH_SIZE1>[^\s+]+)\s+forwarderdata_rcv_port=(?P<FORWARDER_PORT1>[^\s+]+)\s+forwarderdata_use_ssl=(?P<SSL1>[^\s+]+)\s+last_complete_generation_id=(?P<LAST_GENERATION_ID1>[^\s+]+)\s+latest_bundle_id=(?P<UUID2>[\da-fA-F]{32,40})\s+mgmt_port=(?P<MGMT_PORT1>[^\s+]+)\s+name=(?P<NAME2>[^\s+]+)\s+register_forwarder_address=\s+register_replication_address=\s+register_search_address=\s+replication_port=(?P<REPLICATION_PORT2>[^\s+]+)\s+replication_use_ssl=(?P<SSL2>[^\s+]+)\s+replications=\s+server_name=(?P<SERVER_NAME2>[^\s+]+)\s+site=(?P<SITE2>[^\s+]+)\s+splunk_version=(?P<SPLUNK_VERSION2>[^\s+]+)\s+splunkd_build_number=(?P<BUILD_NUMBER2>[^\s+]+)\s+status=(?P<STATUS2>[^\s+]+)\s+\}",Active,EVENTTIME INFO  CMSlave - event=EVENT1 status=STATUS1 shutdown=SHUTDOWN1 request: AddPeerRequest: { _id= active_bundle_id=UUID1 add_type=ADD_TYPE1 base_generation_id=BASE_GENERATION_ID1 batch_serialno=BATCH_SERIAL_NO1 batch_size=BATCH_SIZE1 forwarderdata_rcv_port=FORWARDER_PORT1 forwarderdata_use_ssl=SSL1 last_complete_generation_id=LAST_GENERATION_ID1 latest_bundle_id=UUID2 mgmt_port=MGMT_PORT1 name=NAME2 register_forwarder_address= register_replication_address= register_search_address= replication_port=REPLICATION_PORT2 replication_use_ssl=SSL2 replications= server_name=SERVER_NAME2 site=SITE2 splunk_version=SPLUNK_VERSION2 splunkd_build_number=BUILD_NUMBER2 status=STATUS2 }
EVENTTIME BID SOURCE STATUS,status,TRUE,CMSlave - bid Transitioning status,1,"(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+CMSlave\s+-\s+bid=(?P<BID>[^\s+]+)\s+Transitioning\s+status\s+from=(?P<SOURCE>[^\s+]+)\s+to=(?P<STATUS>[^\s+]+)\s+for\s+reason=\""[^\""]+\""",Active,"EVENTTIME INFO  CMSlave - bid=BID Transitioning status from=SOURCE to=STATUS for reason=""hot success (target)"""
EVENTTIME GROUP NAME HTTPD REAPER SPLUNKER TAIL UDPIN,udpin,TRUE, Metrics - group  savedsplunker  tail,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+Metrics\s+-\s+group=(?P<GROUP>[^\s+]+)\s+name=(?P<NAME>[^\s+]+)\s+mgmt_httpd=(?P<HTTPD>[^\s+]+)\s+reaper=(?P<REAPER>[^\s+]+)\s+savedsplunker=(?P<SPLUNKER>[^\s+]+)\s+tail=(?P<TAIL>[^\s+]+)\s+udpin=(?P<UDPIN>[^\s+]+),Active,EVENTTIME INFO  Metrics - group=GROUP name=NAME mgmt_httpd=HTTPD reaper=REAPER savedsplunker=SPLUNKER tail=TAIL udpin=UDPIN
EVENTTIME INPUT_TYPE,modular,0,,1,"(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+SpecFiles\s+-\s+Modular\s+input\s+\""(?P<INPUT_TYPE>.*)""\s+defined\s+in\s+disabled\s+app\s+\""SA-ITOA\""\s+will\s+not\s+be\s+enabled.",Active,"EVENTTIME INFO  SpecFiles - Modular input ""INPUT_TYPE"" defined in disabled app ""SA-ITOA"" will not be enabled."
EVENTTIME EVENT TYPE BID,event,1,,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+S2SFileReceiver\s+-\s+event=(?P<EVENT>[^\s+]+)\s+replicationType=(?P<TYPE>[^\s+]+)\s+bid=(?P<BID>[^\s+]+),Active,EVENTTIME INFO  S2SFileReceiver - event=EVENT replicationType=TYPE bid=BID
EVENTTIME GROUP COUNT,group,TRUE,Metrics - group system total drop_count,1,"(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+Metrics\s+-\s+group=(?P<GROUP>[^\s+]+)\s+system\s+total,\s+drop_count=(?P<COUNT>[^\s+]+)",Active,"EVENTTIME INFO  Metrics - group=GROUP system total, drop_count=COUNT"
EVENTTIME USER,updating,TRUE, KeyManagerSearchPeers - Updating public key for search peer,1,(?P<EVENTTIME>\d{2}\-\d{2}\-\d{4}\s+\d{2}:\d{2}:\d{2}\.\d{3}\s+\+\d{4})\s+INFO\s+KeyManagerSearchPeers\s+-\s+Updating\s+public\s+key\s+for\s+search\s+peer:\s+(?P<USER>[^\s+]+),Active,EVENTTIME INFO  KeyManagerSearchPeers - Updating public key for search peer: USER
