Message,MessageID,Description,Triggers,Actions,"Data_fields"
"SET_INVALID_ENTITY_DESCRIPTOR","SAML2-50","Invalid entity descriptor to set","Set entity descriptor","Check entity descriptor if it follows the schema","Entity_ID|Realm_or_organization_name"
"NO_ENTITY_ID_CREATE_ENTITY_DESCRIPTOR","SAML2-51","No entity ID while creating entity descriptor","Create entity descriptor","Set entity ID in entity descriptor","Realm_or_organization_name"
"INVALID_REALM_CREATE_ENTITY_DESCRIPTOR","SAML2-52","Invaid realm while creating entity descriptor","Create entity descriptor","Check the Realm name","Realm_or_organization_name"
"ENTITY_DESCRIPTOR_EXISTS","SAML2-53","Entity descriptor exists while creating entity descriptor","Create entity descriptor","Delete existing entity descriptor first","Entity_ID|Realm_or_organization_name"
"ENTITY_DESCRIPTOR_CREATED","SAML2-54","Entity descriptor was created","Create entity descriptor",,"Entity_ID|Realm_or_organization_name"
"CONFIG_ERROR_CREATE_ENTITY_DESCRIPTOR","SAML2-55","Configuration error while creating entity descriptor","Create entity descriptor","Check debug message for detailed error","Error_message|Entity_ID|Realm_or_organization_name"
"CREATE_INVALID_ENTITY_DESCRIPTOR","SAML2-56","Invalid entity descriptor to create","Create entity descriptor","Check entity descriptor if it follows the schema","Entity_ID|Realm_or_organization_name"
"INVALID_REALM_DELETE_ENTITY_DESCRIPTOR","SAML2-57","Invaid realm while deleting entity descriptor","Delete entity descriptor","Check the Realm name","Realm_or_organization_name"
"NO_ENTITY_DESCRIPTOR_DELETE_ENTITY_DESCRIPTOR","SAML2-58","Entity descriptor doesn't exist while deleting entity descriptor","Delete entity descriptor",,"Entity_ID|Realm_or_organization_name"
"ENTITY_DESCRIPTOR_DELETED","SAML2-59","Entity descriptor was deleted","Delete entity descriptor",,"Entity_ID|Realm_or_organization_name"
"CONFIG_ERROR_DELETE_ENTITY_DESCRIPTOR","SAML2-60","Configuration error while deleting entity descriptor","Delete entity descriptor","Check debug message for detailed error","Error_message|Entity_ID|Realm_or_organization_name"
"GOT_ENTITY_CONFIG","SAML2-61","Entity config obtained","Obtain entity config",,"Entity_ID|Realm_or_organization_name"
"INVALID_REALM_GET_ENTITY_CONFIG","SAML2-62","Invaid realm while getting entity config","Obtain entity config","Check the Realm name","Realm_or_organization_name"
"GOT_INVALID_ENTITY_CONFIG","SAML2-63","Obtained invalid entity config","Obtain entity config","Delete invalid entity config and import it again","Entity_ID|Realm_or_organization_name"
"CONFIG_ERROR_GET_ENTITY_CONFIG","SAML2-64","Configuration error while getting entity config","Obtain entity config","Check debug message for detailed error","Error_message|Entity_ID|Realm_or_organization_name"
"NO_ENTITY_ID_SET_ENTITY_CONFIG","SAML2-65","No entity ID while setting entity config","Set entity config","Set entity ID in entity config","Realm_or_organization_name"
"INVALID_REALM_SET_ENTITY_CONFIG","SAML2-66","Invaid realm while setting entity config","Set entity config","Check the Realm name","Realm_or_organization_name"
"NO_ENTITY_DESCRIPTOR_SET_ENTITY_CONFIG","SAML2-67","Entity config doesn't exist while setting entity config","Set entity config","Create entity descriptor before set entity config","Entity_ID|Realm_or_organization_name"
"SET_ENTITY_CONFIG","SAML2-68","Entity config was set","Set entity config",,"Entity_ID|Realm_or_organization_name"
"CONFIG_ERROR_SET_ENTITY_CONFIG","SAML2-69","Configuration error while setting entity config","Set entity config","Check debug message for detailed error","Error_message|Entity_ID|Realm_or_organization_name"
"SET_INVALID_ENTITY_CONFIG","SAML2-70","Invalid entity config to set","Set entity config","Check entity config if it follows the schema","Entity_ID|Realm_or_organization_name"
"NO_ENTITY_ID_CREATE_ENTITY_CONFIG","SAML2-71","No entity ID while creating entity config","Create entity config","Set entity ID in entity config","Realm_or_organization_name"
"INVALID_REALM_CREATE_ENTITY_CONFIG","SAML2-72","Invaid realm while creating entity config","Create entity config","Check the Realm name","Realm_or_organization_name"
"NO_ENTITY_DESCRIPTOR_CREATE_ENTITY_CONFIG","SAML2-73","Entity config doesn't exist while creating entity config","Create entity config","Create entity descriptor before create entity config","Entity_ID|Realm_or_organization_name"
"ENTITY_CONFIG_EXISTS","SAML2-74","Entity config exists while creating entity config","Create entity config","Delete existing entity config first","Entity_ID|Realm_or_organization_name"
"ENTITY_CONFIG_CREATED","SAML2-75","Entity config was created","Create entity config",,"Entity_ID|Realm_or_organization_name"
"CONFIG_ERROR_CREATE_ENTITY_CONFIG","SAML2-76","Configuration error while creating entity config","Create entity config","Check debug message for detailed error","Error_message|Entity_ID|Realm_or_organization_name"
"CREATE_INVALID_ENTITY_CONFIG","SAML2-77","Invalid entity config to create","Create entity config","Check entity config if it follows the schema","Entity_ID|Realm_or_organization_name"
"INVALID_REALM_DELETE_ENTITY_CONFIG","SAML2-78","Invaid realm while deleting entity config","Delete entity config","Check the Realm name","Realm_or_organization_name"
"NO_ENTITY_CONFIG_DELETE_ENTITY_CONFIG","SAML2-79","Entity config doesn't exist while deleting entity config","Delete entity config","Check debug message for detailed error","Entity_ID|Realm_or_organization_name"
"ENTITY_CONFIG_DELETED","SAML2-80","Entity config was deleted","Delete entity config",,"Entity_ID|Realm_or_organization_name"
"CONFIG_ERROR_DELETE_ENTITY_CONFIG","SAML2-81","Configuration error while deleting entity config","Delete entity config","Check debug message for detailed error","Error_message|Entity_ID|Realm_or_organization_name"
"INVALID_REALM_GET_ALL_HOSTED_ENTITIES","SAML2-82","Invaid realm while getting all hosted entities","Get all hosted entities","Check the Realm name","Realm_or_organization_name"
"CONFIG_ERROR_GET_ALL_HOSTED_ENTITIES","SAML2-83","Configuration error while getting all hosted entities","Get all hosted entities","Check debug message for detailed error","Error_message|Realm_or_organization_name"
"GOT_ALL_HOSTED_ENTITIES","SAML2-84","Obtained all hosted entities","Get all hosted entities",,"Error_message|Realm_or_organization_name"
"INVALID_REALM_GET_ALL_REMOTE_ENTITIES","SAML2-85","Invaid realm while getting all remote entities","Get all remote entities","Check the Realm name","Realm_or_organization_name"
"CONFIG_ERROR_GET_ALL_REMOTE_ENTITIES","SAML2-86","Configuration error while getting all remote entities","Get all remote entities","Check debug message for detailed error","Error_message|Realm_or_organization_name"
"GOT_ALL_REMOTE_ENTITIES","SAML2-87","Obtained all remote entities","Get all remote entities",,"Error_message|Realm_or_organization_name"
"INVALID_INRESPONSETO_RESPONSE","SAML2-88","InResponseTo attribute in Response is invalid","Service Provider received a Response for Single Sign On","Check debug message for detailed error","Response_ID"
"INVALID_ISSUER_RESPONSE","SAML2-89","Issuer in Response is invalid","Issuer in Response is not configured or not trusted by the hosted provider","Check configuration","Hosted_Entity_ID|Name_of_Realm_or_organization|Response_ID"
"WRONG_STATUS_CODE","SAML2-90","Status code in Response was not Success","Service provider received a Response with wrong Status code. Most likely an error occurred at Identity Provider","Check the status code. Contact Identity Provider if needed","Response_ID|Status_code"
"ASSERTION_NOT_ENCRYPTED","SAML2-91","Assertion in Response was not encrypted","Service provider requested the assertion in Response to be encrypted, but it received a Response with unencrypted assertion(s)","Check configuration. Notify Identity Provider regarding the requirement","Response_ID"
"MISSING_ASSERTION","SAML2-92","Response had no Assertion","Service provider received a Response for Single Sign On, but the response contained no Assertion","Check error code of the Response. Notify Identity Provider if needed","Response_ID"
"INVALID_ISSUER_ASSERTION","SAML2-93","Issuer in Assertion is not valid","Issuer in Assertion for single sign on was not configured at service provider, or not trusted by the service provider","Check configuration","Assertion_ID"
"MISMATCH_ISSUER_ASSERTION","SAML2-94","Issuer in Assertion didn't match the Issuer in Response or other Assertions in the Response","Service provider received Response which had mismatch Issuer inside the Assertion it contained","Check debug message","Assertion_ID"
"INVALID_SIGNATURE_ASSERTION","SAML2-95","Assertion is not signed or signature is not valid","Service provider requested the Assertion to be signed but the assertion received was not; or the signature on the Assertion received was not valid","Check configuration; check debug for more detailed error message","Assertion_ID"
"MISSING_SUBJECT_COMFIRMATION_DATA","SAML2-96","SubjectConfirmationData had no Subject","Service provider received an Assertion whose SubjectConfirmationData had no Subject","Check debug for the Assertion received. Contact Identity Provider if needed","Assertion_ID"
"MISSING_RECIPIENT","SAML2-97","SubjectConfirmationData had no Recipient","Service provider received an Assertion whose SubjectConfirmationData had no Recipient","Check debug for the Assertion received. Contact Identity Provider if needed","Assertion_ID"
"WRONG_RECIPIENT","SAML2-98","Service Provider is not the intended recipient","Service provider received an Assertion. But the provider is not the intended recipient of the Assertion","Check debug for the Assertion received. Check meta data. Contact Identity Provider if needed","Assertion_ID"
"INVALID_TIME_SUBJECT_CONFIRMATION_DATA","SAML2-99","Time in SubjectConfirmationData of the Assertion is invalid","The assertion service provider received had expired timewise","Synchronize the time between service provider and identity provider. Increase the time skew attribute for the service provider in its entity config","Assertion_ID"
"CONTAINED_NOT_BEFORE","SAML2-100","SubjectConfirmationData of the Assertion had NotBefore","The assertion service provider received had NotBefore","Check debug for the Assertion received. Contact identity provider if needed","Assertion_ID"
"WRONG_INRESPONSETO_ASSERTION","SAML2-101","Assertion contained wrong InResponseTo attribute","InResponseTo in Assertion is different from the one in Response. Or Assertion didn't contain InResponseTo, but Response did","Check debug for the Assertion received. Contact identity provider if needed","Assertion_ID"
"MISSING_CONDITIONS","SAML2-102","Assertion contained no Conditions","Conditions is missing from the Single Sign On Assertion","Check debug for the Assertion received. Contact identity provider if needed","Assertion_ID"
"MISSING_AUDIENCE_RESTRICTION","SAML2-103","Assertion contained no AudienceRestriction","AudienceRestriction is missing from the Single Sign On Assertion","Check debug for the Assertion received. Contact identity provider if needed","Assertion_ID"
"WRONG_AUDIENCE","SAML2-104","Assertion contained wrong Audience","This service provider was not the intended audience of the single sign on assertion","Check debug for the Assertion received. Check meta data. Contact identity provider if needed","Assertion_ID"
"FOUND_AUTHN_ASSERTION","SAML2-105","Found authentication assertion in the Response","Both the Response and Assertion(s) inside the Response are valid",,"Assertion_ID|Subject_if_the_log_level_was_set_to_LL_FINE|SesionIndex_if_any"
"INVALID_SSOTOKEN","SAML2-106","Invalid SSOToken found in Request","Initiate Single Logout without SSOToken",,"SSOToken_value"
"MISSING_ENTITY","SAML2-107","No entity ID is specified in Request","Initiate Request without EntityID","Specify EntityID parameter in request URL","EntityID_value"
"MISSING_META_ALIAS","SAML2-108","No metaAlias is specified in Request","Initiate Request without metaAlias","Specify metaAlias parameter in request URL","MetaAlias_value"
"REDIRECT_TO_AUTH","SAML2-109","Redirect request to authentication page","Initiate Request without SSOToken",,"URL_to_Authentication_page"
"CANNOT_DECODE_REQUEST","SAML2-110","Can not decode URL encoded Query parameter","Initiate to decode incorrectly URL encoded Query parameter",,"URL_encoded_Query_parameter"
"CANNOT_INSTANTIATE_MNI_RESPONSE","SAML2-111","Can not instantiate MNI Response with input xml","Initiate parse MNI Response with incorrect XML string",,"Input_XML_string_for_MNI_Response"
"CANNOT_INSTANTIATE_MNI_REQUEST","SAML2-112","Can not instantiate MNI Request with input XML","Initiate parse MNI Request with incorrect XML string",,"Input_XML_string_for_MNI_Request"
"CANNOT_INSTANTIATE_SLO_RESPONSE","SAML2-113","Can not instantiate SLO Response with input XML","Initiate parse SLO Response with incorrect XML string",,"Input_XML_string_for_SLO_Response"
"CANNOT_INSTANTIATE_SLO_REQUEST","SAML2-114","Can not instantiate SLO Request with input XML","Initiate parse SLO Request with incorrect XML string",,"Input_XML_string_for_SLO_Request"
"MNI_REQUEST_INVALID_SIGNATURE","SAML2-115","Can not varify signature in MNI Request","Sinature in MNI Request is incorrect",,"MNI_Request_with_signature"
"MNI_RESPONSE_INVALID_SIGNATURE","SAML2-116","Can not valify signature in MNI Response","Sinature in MNI Response is incorrect",,"MNI_Response_with_signature"
"SLO_REQUEST_INVALID_SIGNATURE","SAML2-117","Can not valify signature in SLO Request","Sinature in SLO Request is incorrect",,"SLO_Request_with_signature"
"SLO_RESPONSE_INVALID_SIGNATURE","SAML2-118","Can not valify signature in SLO Response","Sinature in SLO Response is incorrect",,"SLO_Response_with_signature"
"NAMEID_INVALID_ENCRYPTION","SAML2-119","Can not decrypt EncryptedID","Decrypt the incorrectly encrypted EncryptedID",,"Exception_message"
