"object-group",object,description
ltmAuthProfileStatGroup,ltmAuthProfileStatSuccessResults,"The total number of auth success results (that is when a successful authorization has completed all of the required auth services) for the specified profile."
ltmAuthProfileStatGroup,ltmAuthProfileStatFailureResults,"The total number of auth failure results (that is when an unsuccessful authorization operation has completed) for the associated virtual server for the specified profile."
ltmAuthProfileStatGroup,ltmAuthProfileStatWantcredentialResults,"The total number of auth wantcredential results (that is when an authorization operation needs an additional credential) for the specified profile."
ltmAuthProfileStatGroup,ltmAuthProfileStatErrorResults,"The total number of auth error results (that is when an error occurred during authorization has occurred) for the specified profile."
ltmClientSslGroup,ltmClientSslNumber,"The number of ltmClientSslProfile entries in the table."
ltmClientSslGroup,ltmClientSslName,"The name of a client-side SSL profile."
ltmClientSslGroup,ltmClientSslConfigSource,"The state that specifies whether this is a base/pre-configured profile or user defined profile."
ltmClientSslGroup,ltmClientSslDefaultName,"The name of the profile from which the specified profile derives its attribute default values."
ltmClientSslGroup,ltmClientSslMode,"The mode of this profile."
ltmClientSslGroup,ltmClientSslKey,"Deprecated! Please refer ltmClientSslCertKeyChain. The key file name."
ltmClientSslGroup,ltmClientSslCert,"Deprecated! Please refer ltmClientSslCertKeyChain. The certificate file name."
ltmClientSslGroup,ltmClientSslChain,"Deprecated! Please refer ltmClientSslCertKeyChain. The certificate chain file name."
ltmClientSslGroup,ltmClientSslCafile,"The CA certificate file name."
ltmClientSslGroup,ltmClientSslCrlfile,"The CRL file name."
ltmClientSslGroup,ltmClientSslClientcertca,"The CA certificate file name."
ltmClientSslGroup,ltmClientSslCiphers,"The set of ciphers available for client-side SSL negotiation."
ltmClientSslGroup,ltmClientSslPassphrase,"Deprecated! No longer supported. The key passphrase (if any)."
ltmClientSslGroup,ltmClientSslOptions,"The SSL options."
ltmClientSslGroup,ltmClientSslModsslmethods,"The ModSSL method emulation."
ltmClientSslGroup,ltmClientSslCacheSize,"The SSL session cache size."
ltmClientSslGroup,ltmClientSslCacheTimeout,"The SSL session cache timeout."
ltmClientSslGroup,ltmClientSslRenegotiatePeriod,"Time-based trigger."
ltmClientSslGroup,ltmClientSslRenegotiateSize,"Throughput-based trigger MB."
ltmClientSslGroup,ltmClientSslRenegotiateMaxRecordDelay,"The timeout of renegotiation."
ltmClientSslGroup,ltmClientSslHandshakeTimeout,"The handshake timeout in seconds."
ltmClientSslGroup,ltmClientSslAlertTimeout,"The alert timeout in seconds."
ltmClientSslGroup,ltmClientSslPeerCertMode,"The mode of peer certification."
ltmClientSslGroup,ltmClientSslAuthenticateOnce,"The feature to request client cert once or with each SSL session renegotiation."
ltmClientSslGroup,ltmClientSslAuthenticateDepth,"The maximum traversal depth for client certificate chain."
ltmClientSslGroup,ltmClientSslUncleanShutdown,"The state of shutdown for this SSL, whether it is unclean shutdown (not sending a close notification alert when closing connection)."
ltmClientSslGroup,ltmClientSslStrictResume,"Whether to enforce strict SSL session resumption per RFC2246."
ltmClientSslGroup,ltmClientSslAllowNonssl,"Whether to allow non-SSL connections to pass through as cleartext."
ltmClientSslGroup,ltmClientSslSessionTicket,"Whether to enforce session ticket per RFC5077."
ltmClientSslGroup,ltmClientSslFwdpEnabled,"Whether to enable SSL Forward Proxy."
ltmClientSslGroup,ltmClientSslFwdpCaKey,"The CA key object name for Foward Proxy."
ltmClientSslGroup,ltmClientSslFwdpCaCert,"The CA certificate object name for Foward Proxy."
ltmClientSslGroup,ltmClientSslFwdpCaPassphrase,"The CA key passphrase for Foward Proxy (if any)."
ltmClientSslGroup,ltmClientSslFwdpCertLifespan,"The lifespan of the generated certificates for Foward Proxy."
ltmClientSslGroup,ltmClientSslFwdpCertExtensionIncludes,"The certificate extensions to include in generated certificates for Forward Proxy."
ltmClientSslGroup,ltmClientSslFwdpLookupByIpaddrPort,"Whether to enable SSL Forward Proxy certificate caching by IPAddr-Port."
ltmClientSslGroup,ltmClientSslGenericAlert,"Whether to use generic alert number in Alert message."
ltmClientSslGroup,ltmClientSslSslSignHash,"The ssl sign hash algorithm."
ltmClientSslGroup,ltmClientSslFwdpBypassEnabled,"Whether to enable SSL Forward Proxy Bypass."
ltmClientSslGroup,ltmClientSslFwdpBypassDipBList,"The Forward Proxy Bypass Destination IP Blacklist (if any)."
ltmClientSslGroup,ltmClientSslFwdpBypassDipWList,"The Forward Proxy Bypass Destination IP Whitelist (if any)."
ltmClientSslGroup,ltmClientSslFwdpBypassSipBList,"The Forward Proxy Bypass Source IP Blacklist (if any)."
ltmClientSslGroup,ltmClientSslFwdpBypassSipWList,"The Forward Proxy Bypass Source IP Whitelist (if any)."
ltmClientSslGroup,ltmClientSslFwdpBypassHnBList,"The Forward Proxy Bypass Hostname Blacklist (if any)."
ltmClientSslGroup,ltmClientSslFwdpBypassHnWList,"The Forward Proxy Bypass Hostname Whitelist (if any)."
ltmClientSslGroup,ltmClientSslProxySsl,"Whether to enable Proxy SSL."
ltmClientSslGroup,ltmClientSslProxySslPassthrough,"Whether to enable Proxy SSL passthrough."
ltmClientSslGroup,ltmClientSslPeerNoRenegotiateTimeout,"The peer no-renegotiate timeout in seconds."
ltmClientSslGroup,ltmClientSslMaxRenegotiationsPerMin,"Maximum SSL renegotiations per minute."
ltmClientSslGroup,ltmClientSslSessionMirroring,"Whether to mirror ssl sessions to HA peer."
ltmClientSslStatGroup,ltmClientSslStatResetStats,"The action to reset resettable statistics data in ltmClientSslProfileStat. Setting this value to 1 will reset statistics data. Note, some statistics data may not be reset including data that are incremental counters."
ltmClientSslStatGroup,ltmClientSslStatNumber,"The number of ltmClientSslProfileStat entries in the table."
ltmClientSslStatGroup,ltmClientSslStatName,"The name of a client-side SSL profile."
ltmClientSslStatGroup,ltmClientSslStatCurConns,"The current number of concurrent connections with established SSL sessions being maintained by the filter."
ltmClientSslStatGroup,ltmClientSslStatMaxConns,"The maximum number of concurrent connections with established SSL sessions being maintained by the filter."
ltmClientSslStatGroup,ltmClientSslStatCurNativeConns,"The current number of concurrent native connections with established SSL sessions being maintained by the filter."
ltmClientSslStatGroup,ltmClientSslStatMaxNativeConns,"The maximum number of concurrent native connections with established SSL sessions being maintained by the filter."
ltmClientSslStatGroup,ltmClientSslStatTotNativeConns,"The total number of concurrent native connections with established SSL sessions being maintained by the filter."
ltmClientSslStatGroup,ltmClientSslStatCurCompatConns,"The current number of concurrent compat connections with established SSL sessions being maintained by the filter."
ltmClientSslStatGroup,ltmClientSslStatMaxCompatConns,"The maximum number of concurrent compat connections with established SSL sessions being maintained by the filter."
ltmClientSslStatGroup,ltmClientSslStatTotCompatConns,"The total number of concurrent compat connections with established SSL sessions being maintained by the filter."
ltmClientSslStatGroup,ltmClientSslStatEncryptedBytesIn,"The total encrypted bytes received."
ltmClientSslStatGroup,ltmClientSslStatEncryptedBytesOut,"The total encrypted bytes sent."
ltmClientSslStatGroup,ltmClientSslStatDecryptedBytesIn,"The total decrypted bytes received."
ltmClientSslStatGroup,ltmClientSslStatDecryptedBytesOut,"The total decrypted bytes sent."
ltmClientSslStatGroup,ltmClientSslStatRecordsIn,"The total records received."
ltmClientSslStatGroup,ltmClientSslStatRecordsOut,"The total records sent."
ltmClientSslStatGroup,ltmClientSslStatFullyHwAcceleratedConns,"Fully hardware-accelerated implies usage of the Cavium Nitrox or similar hardware accelerator such that all significant cryptographic operations are offloaded, including but not limited to the SSL handshake (at least the RSA/DSA/DH operations) and record processing (at least the bulk cipher plus MAC)."
ltmClientSslStatGroup,ltmClientSslStatPartiallyHwAcceleratedConns,"Partially hardware-accelerated indicates that at least the RSA decryptions are offloaded."
ltmClientSslStatGroup,ltmClientSslStatNonHwAcceleratedConns,"Non-accelerated connections are those for which no steady-state hardware acceleration is available (either because no hardware accelerators are available or because the necessary cryptographic operations are unsupported). Because the extent of hardware acceleration may not be known until a connection has closed (mid-stream SSL handshakes might renegotiate an SSL session not supported by hardware acceleration), this statistic will not be updated for a given connection until it has closed."
ltmClientSslStatGroup,ltmClientSslStatPrematureDisconnects,"The number of connections disconnected before SSL session establishment: the total number of connections that were prematurely closed before an SSL session was established, not including connections in passthrough mode."
ltmClientSslStatGroup,ltmClientSslStatMidstreamRenegotiations,"The number of mid-stream SSL re-negotiations, not including initial SSL session establishment."
ltmClientSslStatGroup,ltmClientSslStatSessCacheCurEntries,"The number of the current entries in this cache."
ltmClientSslStatGroup,ltmClientSslStatSessCacheHits,"The total number of the cache hits."
ltmClientSslStatGroup,ltmClientSslStatSessCacheLookups,"The total number of the cache lookups."
ltmClientSslStatGroup,ltmClientSslStatSessCacheOverflows,"The total number of the cache overflows."
ltmClientSslStatGroup,ltmClientSslStatSessCacheInvalidations,"The total number of the session invalidations."
ltmClientSslStatGroup,ltmClientSslStatPeercertValid,"The total number of the valid certificates."
ltmClientSslStatGroup,ltmClientSslStatPeercertInvalid,"The total number of the invalid certificates."
ltmClientSslStatGroup,ltmClientSslStatPeercertNone,"The total number of connections without certificates."
ltmClientSslStatGroup,ltmClientSslStatHandshakeFailures,"The total number of handshake failures."
ltmClientSslStatGroup,ltmClientSslStatBadRecords,"The total number of the bad records."
ltmClientSslStatGroup,ltmClientSslStatFatalAlerts,"The total number of the fatal alerts."
ltmClientSslStatGroup,ltmClientSslStatSslv2,"The total connections for SSL protocol version 2."
ltmClientSslStatGroup,ltmClientSslStatSslv3,"The total connections for SSL protocol version 3."
ltmClientSslStatGroup,ltmClientSslStatTlsv1,"The total connections for SSL TLS protocol version 1."
ltmClientSslStatGroup,ltmClientSslStatAdhKeyxchg,"The anonymous Diffie-Hellman."
ltmClientSslStatGroup,ltmClientSslStatDhDssKeyxchg,"Deprecated! DSS certificate is obsolete in BIGIP. The Diffie-Hellman w/ DSS certificate."
ltmClientSslStatGroup,ltmClientSslStatDhRsaKeyxchg,"The Diffie-Hellman w/ RSA certificate."
ltmClientSslStatGroup,ltmClientSslStatDssKeyxchg,"Deprecated! DSS certificate is obsolete in BIGIP. The DSS certificate."
ltmClientSslStatGroup,ltmClientSslStatEdhDssKeyxchg,"Deprecated! DSS certificate is obsolete in BIGIP. The ephemeral Diffie-Hellman w/ DSS cert."
ltmClientSslStatGroup,ltmClientSslStatRsaKeyxchg,"The RSA certificate."
ltmClientSslStatGroup,ltmClientSslStatNullBulk,"No encryption."
ltmClientSslStatGroup,ltmClientSslStatAesBulk,"Advanced Encryption Standard (CBC)."
ltmClientSslStatGroup,ltmClientSslStatDesBulk,"Digital Encryption Standard (CBC)."
ltmClientSslStatGroup,ltmClientSslStatIdeaBulk,"IDEA (old SSLv2 cipher)."
ltmClientSslStatGroup,ltmClientSslStatRc2Bulk,"Rivest Cipher 2 (CBC)."
ltmClientSslStatGroup,ltmClientSslStatRc4Bulk,"Rivest Cipher 4 (CBC)."
ltmClientSslStatGroup,ltmClientSslStatNullDigest,"No message authentication."
ltmClientSslStatGroup,ltmClientSslStatMd5Digest,"Message Digest 5."
ltmClientSslStatGroup,ltmClientSslStatShaDigest,"Secure Hash Algorithm."
ltmClientSslStatGroup,ltmClientSslStatNotssl,"The total number of the bad client greetings."
