dashboard,capability,capability_description,domain,expanded_guidance,ext_link,ext_product,icon,name,level,practice_description,visible
SC_18_3_rmf,SC-18,Mobile Code,System and Communications Protection,,,,fas fa-user-lock,SC-18.3,,The organization establishes implementation guidance for acceptable mobile code and mobile code technologies.,TRUE
SC_18_4_rmf,SC-18,Mobile Code,System and Communications Protection,,,,fas fa-user-lock,SC-18.4,,The organization authorizes the use of mobile code within the information system.,TRUE
SC_18_5_rmf,SC-18,Mobile Code,System and Communications Protection,,,,fas fa-user-lock,SC-18.5,,The organization monitors the use of mobile code within the information system.,TRUE
SC_18_6_rmf,SC-18,Mobile Code,System and Communications Protection,,,,fas fa-user-lock,SC-18.6,,The organization controls the use of mobile code within the information system.,TRUE
SC_19_1_rmf,SC-19,Voice Over Internet Protocol,System and Communications Protection,,,,fas fa-user-lock,SC-19.1,,The organization establishes usage restrictions for Voice over Internet Protocol (VoIP) technologies based on the potential to cause damage to the information system if used maliciously.,TRUE
SC_19_2_rmf,SC-19,Voice Over Internet Protocol,System and Communications Protection,,,,fas fa-user-lock,SC-19.2,,The organization establishes implementation guidance for Voice over Internet Protocol (VoIP) technologies based on the potential to cause damage to the information system if used maliciously.,TRUE
SC_19_3_rmf,SC-19,Voice Over Internet Protocol,System and Communications Protection,,,,fas fa-user-lock,SC-19.3,,The organization authorizes the use of VoIP within the information system.,TRUE
SC_19_4_rmf,SC-19,Voice Over Internet Protocol,System and Communications Protection,,,,fas fa-user-lock,SC-19.4,,The organization monitors the use of VoIP within the information system.,TRUE
SC_19_5_rmf,SC-19,Voice Over Internet Protocol,System and Communications Protection,,,,fas fa-user-lock,SC-19.5,,The organization controls the use of VoIP within the information system.,TRUE
SC_2-1_1_rmf,SC-2(1),Separation of System and User Functionality | Interfaces for Non-privileged Users,System and Communications Protection,,,,fas fa-user-lock,SC-2(1).1,,The information system prevents the presentation of information system management-related functionality at an interface for non-privileged users.,TRUE
SC_2_1_rmf,SC-2,Separation of System and User Functionality,System and Communications Protection,,,,fas fa-user-lock,SC-2.1,,The information system separates user functionality (including user interface services) from information system management functionality.,TRUE
SC_20-2_1_rmf,SC-20(2),Secure Name/Address Resolution Service (Authoritative Source) | Data Origin and Integrity,System and Communications Protection,,,,fas fa-user-lock,SC-20(2).1,,The information system provides data origin artifacts for internal name/address resolution queries.,TRUE
SC_20-2_2_rmf,SC-20(2),Secure Name/Address Resolution Service (Authoritative Source) | Data Origin and Integrity,System and Communications Protection,,,,fas fa-user-lock,SC-20(2).2,,The information system provides data integrity protection artifacts for internal name/address resolution queries.,TRUE
SC_20_1_rmf,SC-20,Secure Name/Address Resolution Service (Authoritative Source),System and Communications Protection,,,,fas fa-user-lock,SC-20.1,,The information system provides additional data origin authentication artifacts along with the authoritative name resolution data the system returns in response to external name/address resolution queries.,TRUE
SC_20_2_rmf,SC-20,Secure Name/Address Resolution Service (Authoritative Source),System and Communications Protection,,,,fas fa-user-lock,SC-20.2,,The information system provides additional data integrity verification artifacts along with the authoritative name resolution data the system returns in response to external name/address resolution queries.,TRUE
SC_20_3_rmf,SC-20,Secure Name/Address Resolution Service (Authoritative Source),System and Communications Protection,,,,fas fa-user-lock,SC-20.3,,"The information system, when operating as part of a distributed, hierarchical namespace, provides the means to indicate the security status of child zones.",TRUE
SC_20_4_rmf,SC-20,Secure Name/Address Resolution Service (Authoritative Source),System and Communications Protection,,,,fas fa-user-lock,SC-20.4,,"The information system, when operating as part of a distributed, hierarchical namespace, provides the means to enable verification of a chain of trust among parent and child domains (if the child supports secure resolution services).",TRUE
SC_21_1_rmf,SC-21,Secure Name/Address Resolution Service (Recursive or Caching Resolver),System and Communications Protection,,,,fas fa-user-lock,SC-21.1,,The information system requests data origin authentication verification on the name/address resolution responses the system receives from authoritative sources.,TRUE
SC_21_2_rmf,SC-21,Secure Name/Address Resolution Service (Recursive or Caching Resolver),System and Communications Protection,,,,fas fa-user-lock,SC-21.2,,The information system requests data integrity verification on the name/address resolution responses the system receives from authoritative sources.,TRUE
SC_21_3_rmf,SC-21,Secure Name/Address Resolution Service (Recursive or Caching Resolver),System and Communications Protection,,,,fas fa-user-lock,SC-21.3,,The information system performs data integrity verification on the name/address resolution responses the system receives from authoritative sources.,TRUE
SC_21_4_rmf,SC-21,Secure Name/Address Resolution Service (Recursive or Caching Resolver),System and Communications Protection,,,,fas fa-user-lock,SC-21.4,,The information system performs data origin verification authentication on the name/address resolution responses the system receives from authoritative sources.,TRUE
SC_22_1_rmf,SC-22,Architecture and Provisioning for Name/Address Resolution Service,System and Communications Protection,,,,fas fa-user-lock,SC-22.1,,The information systems that collectively provide name/address resolution service for an organization are fault-tolerant.,TRUE
SC_22_2_rmf,SC-22,Architecture and Provisioning for Name/Address Resolution Service,System and Communications Protection,,,,fas fa-user-lock,SC-22.2,,The information systems that collectively provide name/address resolution service for an organization implement internal/external role separation.,TRUE
SC_23-1_1_rmf,SC-23(1),Session Authenticity | Invalidate Session Identifiers at Logout,System and Communications Protection,,,,fas fa-user-lock,SC-23(1).1,,The information system invalidates session identifiers upon user logout or other session termination.,TRUE
SC_23-3_1_rmf,SC-23(3),Session Authenticity | Unique System-generated Session Identifiers,System and Communications Protection,,,,fas fa-user-lock,SC-23(3).1,,The information system generates unique session identifiers for each session with organization-defined randomness requirements.,TRUE
SC_23-3_2_rmf,SC-23(3),Session Authenticity | Unique System-generated Session Identifiers,System and Communications Protection,,,,fas fa-user-lock,SC-23(3).2,,The organization defines randomness requirements for generating unique session identifiers.,TRUE
SC_23-3_3_rmf,SC-23(3),Session Authenticity | Unique System-generated Session Identifiers,System and Communications Protection,,,,fas fa-user-lock,SC-23(3).3,,The information system recognizes only session identifiers that are system-generated.,TRUE
SC_23-5_1_rmf,SC-23(5),Session Authenticity | Allowed Certificate Authorities,System and Communications Protection,,,,fas fa-user-lock,SC-23(5).1,,The organization defines the certificate authorities the information system will allow to be used on the information system.,TRUE
SC_23-5_2_rmf,SC-23(5),Session Authenticity | Allowed Certificate Authorities,System and Communications Protection,,,,fas fa-user-lock,SC-23(5).2,,The information system only allows the use of organization-defined certificate authorities for verification of the establishment of protected sessions.,TRUE
SC_23_1_rmf,SC-23,Session Authenticity,System and Communications Protection,,,,fas fa-user-lock,SC-23.1,,The information system protects the authenticity of communications sessions.,TRUE
SC_24_1_rmf,SC-24,Fail in Known State,System and Communications Protection,,,,fas fa-user-lock,SC-24.1,,The information system fails to an organization-defined known-state for organization-defined types of failures.,TRUE
SC_24_2_rmf,SC-24,Fail in Known State,System and Communications Protection,,,,fas fa-user-lock,SC-24.2,,The organization defines the known states the information system should fail to in the event of an organization-defined system failure.,TRUE
SC_24_3_rmf,SC-24,Fail in Known State,System and Communications Protection,,,,fas fa-user-lock,SC-24.3,,The organization defines types of failures for which the information system should fail to an organization-defined known state.,TRUE
SC_24_4_rmf,SC-24,Fail in Known State,System and Communications Protection,,,,fas fa-user-lock,SC-24.4,,The organization defines system state information that should be preserved in the event of a system failure.,TRUE
SC_24_5_rmf,SC-24,Fail in Known State,System and Communications Protection,,,,fas fa-user-lock,SC-24.5,,The information system preserves organization-defined system state information in the event of a system failure.,TRUE
