capability,capability_description,name,dashboard,domain,icon,practice_description,expanded_guidance,visible,level
User application hardening,Microsoft Office macros,ISM-1674,SH_1674_ism,Guidelines for System Hardening,,"Only Microsoft Office macros running from within a sandboxed environment, a Trusted Location or that are digitally signed by a trusted publisher are allowed to execute.","## Guidance on recommended approaches can be found here: [Microsoft Office Macro Security](https://www.cyber.gov.au/resources-business-and-government/maintaining-devices-and-systems/system-hardening-and-administration/system-hardening/microsoft-office-macro-security)",TRUE,O-P-S-TS
User application hardening,Microsoft Office macros,ISM-1487,SH_1487_ism,Guidelines for System Hardening,,Only privileged users responsible for validating that Microsoft Office macros are free of malicious code can write to and modify content within Trusted Locations.,"## Guidance on recommended approaches can be found here: [Microsoft Office Macro Security](https://www.cyber.gov.au/resources-business-and-government/maintaining-devices-and-systems/system-hardening-and-administration/system-hardening/microsoft-office-macro-security)",TRUE,O-P-S-TS
User application hardening,Microsoft Office macros,ISM-1675,SH_1675_ism,Guidelines for System Hardening,,Microsoft Office macros digitally signed by an untrusted publisher cannot be enabled via the Message Bar or Backstage View.,"## Guidance on recommended approaches can be found here: [Microsoft Office Macro Security](https://www.cyber.gov.au/resources-business-and-government/maintaining-devices-and-systems/system-hardening-and-administration/system-hardening/microsoft-office-macro-security)",TRUE,O-P-S-TS
User application hardening,Microsoft Office macros,ISM-1676,SH_1676_ism,Guidelines for System Hardening,,Microsoft Office's list of trusted publishers is validated on an annual or more frequent basis.,"## Guidance on recommended approaches can be found here: [Microsoft Office Macro Security](https://www.cyber.gov.au/resources-business-and-government/maintaining-devices-and-systems/system-hardening-and-administration/system-hardening/microsoft-office-macro-security)",TRUE,O-P-S-TS
User application hardening,Microsoft Office macros,ISM-1489,SH_1489_ism,Guidelines for System Hardening,,Microsoft Office macro security settings cannot be changed by users.,"## Guidance on recommended approaches can be found here: [Microsoft Office Macro Security](https://www.cyber.gov.au/resources-business-and-government/maintaining-devices-and-systems/system-hardening-and-administration/system-hardening/microsoft-office-macro-security)",TRUE,O-P-S-TS
User application hardening,Microsoft Office macros,ISM-1677,SH_1677_ism,Guidelines for System Hardening,,Allowed and blocked Microsoft Office macro execution events are logged.,"## Guidance on recommended approaches can be found here: [Microsoft Office Macro Security](https://www.cyber.gov.au/resources-business-and-government/maintaining-devices-and-systems/system-hardening-and-administration/system-hardening/microsoft-office-macro-security)",TRUE,O-P-S-TS
User application hardening,Microsoft Office macros,ISM-1678,SH_1678_ism,Guidelines for System Hardening,,Microsoft Office macro event logs are stored centrally.,"## Guidance on recommended approaches can be found here: [Microsoft Office Macro Security](https://www.cyber.gov.au/resources-business-and-government/maintaining-devices-and-systems/system-hardening-and-administration/system-hardening/microsoft-office-macro-security)",TRUE,O-P-S-TS
Server application hardening,Server application selection,ISM-1826,SH_1826_ism,Guidelines for System Hardening,,"Server applications are chosen from vendors that have demonstrated a commitment to secure-by-design and secure-by-default principles, use of memory-safe programming languages where possible, secure programming practices, and maintaining the security of their products.",,TRUE,O-P-S-TS
Server application hardening,Server application releases,ISM-1483,SH_1483_ism,Guidelines for System Hardening,,The latest release of internet-facing server applications are used.,,TRUE,O-P-S-TS
Server application hardening,Hardening server application configurations,ISM-1246,SH_1246_ism,Guidelines for System Hardening,,ACSC or vendor hardening guidance for server applications is implemented.,,TRUE,O-P-S-TS
Server application hardening,Hardening server application configurations,ISM-1260,SH_1260_ism,Guidelines for System Hardening,,"Default accounts or credentials for server applications, including for any pre-configured accounts, are changed.",,TRUE,O-P-S-TS
Server application hardening,Hardening server application configurations,ISM-1247,SH_1247_ism,Guidelines for System Hardening,,"Unneeded accounts, components, services and functionality of server applications are disabled or removed.",,TRUE,O-P-S-TS
Server application hardening,Hardening server application configurations,ISM-1245,SH_1245_ism,Guidelines for System Hardening,,All temporary installation files and logs created during server application installation processes are removed after server applications have been installed.,,TRUE,O-P-S-TS
