fisma,rmf,cmmc,dfars,omb,cis,caf,ism,e8,aescsf
SC-24,SC-24.4,,,,,,,,
SC-24,SC-24.5,,,,,,,,
SC-28(1),,,,,CIS Safeguard 3.11,B3.C: Stored Data,,,
SC-28(1),SC-28(1).1,MP.3.125,3.8.6,,,,,,
SC-28(1),SC-28(1).2,MP.3.125,3.8.6,,,,,,
SC-28(1),SC-28(1).3,MP.3.125,3.8.6,,,,,,
SC-28(1),SC-28(1).4,MP.3.125,3.8.6,,,,,,
SC-28,,,,,CIS Safeguard 3.6,,,,
SC-28,,,,,CIS Safeguard 3.11,,,,
SC-28,,,,,CIS Safeguard 11.3,,,,
SC-28,,,,,,,ISM-0232,,
SC-28,,,,,,,ISM-0869,,
SC-28,SC-28.1,SC.3.190,3.13.15,,,,,,
SC-28,SC-28.2,SC.3.190,3.13.15,,,,,,
SC-3,SC-3.1,,,,,,,,
SC-39,SC-39.1,,,,CIS Safeguard 4.12,B3.D: Mobile Data,,,
SC-4,SC-4.1,SC.3.182,3.13.4,,CIS Safeguard 3.13,,,,
SC-5,SC-5.1,,,,,,,,
SC-5,SC-5.2,,,,,,,,
SC-5,SC-5.3,,,,,,,,
SC-7(18),SC-7(18).1,,,,,,,,
SC-7(21),SC-7(21).1,,,,,,,,
SC-7(21),SC-7(21).2,,,,,,,,
SC-7(21),SC-7(21).3,,,,,,,,
SC-7(3),SC-7(3).1,,,,CIS Safeguard 9.3,,,,
SC-7(4),,,,,CIS Safeguard 9.3,,,,
SC-7(4),SC-7(4).1,,,,,,,,
SC-7(4),SC-7(4).2,,,,,,,,
SC-7(4),SC-7(4).3,,,,,,,,
SC-7(4),SC-7(4).4,,,,,,,,
SC-7(4),SC-7(4).5,,,,,,,,
SC-7(4),SC-7(4).6,,,,,,,,
SC-7(4),SC-7(4).7,,,,,,,,
SC-7(5),,,,,CIS Safeguard 4.4,,,,
SC-7(5),,,,,CIS Safeguard 4.5,,,,
SC-7(5),SC-7(5).1,SC.3.183,3.13.6,,,,,,
SC-7(7),SC-7(7).1,SC.3.184,3.13.7,,,,,,
SC-7(8),,,,,CIS Safeguard 13.10,,,,
SC-7(8),SC-7(8).1,SC.3.185,3.13.8,,,,,,
SC-7(8),SC-7(8).2,SC.3.185,3.13.8,,,,,,
SC-7(8),SC-7(8).3,SC.3.185,3.13.8,,,,,,
SC-7,,,,,CIS Safeguard 4.4,,,,
SC-7,,,,,CIS Safeguard 4.5,,,,
SC-7,,,,,CIS Safeguard 9.5,,,,
SC-7,,,,,CIS Safeguard 12.2,B5.B: Design for Resilience,,,
SC-7,,,,,CIS Safeguard 13.4,,,,
SC-7,,,,,CIS Safeguard 13.5,"B2.A: Identity Verification, Authentication and Authorisation",,,
SC-7,,,,,ISM-1181,,,,
SC-7,,,,,,,ISM-1577,,
SC-7,SC-7.1,SC.1.175,3.13.1,Indication of the Host that Connected to a Specific URL,,,,,
SC-7,SC-7.2,SC.1.175,3.13.1,,,,,,
SC-7,SC-7.3,SC.1.175,3.13.1,,,,,,
SC-8(1),,,,,CIS Safeguard 3.10,,,,
SC-8(1),SC-8(1).1,SC.3.185,3.13.8,,,,,,
SC-8(1),SC-8(1).2,SC.3.185,3.13.8,,,,,,
SC-8,,,,,CIS Safeguard 3.10,B3.B: Data in Transit,,,
SC-8,,,,,,,ISM-1085,,
SC-8,,,,,,,ISM-1781,,
SC-8,SC-8.1,SC.1.175,3.13.1,,,,,,
SI-1,SI-1.1,,,,,,,,
SI-1,SI-1.2,,,,,,,,
SI-1,SI-1.3,,,,,,,,
SI-1,SI-1.4,,,,,,,,
SI-1,SI-1.5,,,,,,,,
SI-1,SI-1.6,,,,,,,,
SI-1,SI-1.7,,,,,,,,
SI-1,SI-1.8,,,,,,,,
SI-1,SI-1.9,,,,,,,,
SI-10,SI-10.1,,,,,,,,
SI-10,SI-10.2,,,,,,,,
SI-11,SI-11.1,,,,,,,,
SI-11,SI-11.2,,,,,,,,
SI-11,SI-11.3,,,,,,,,
SI-12,,,,,CIS Safeguard 3.1,B3.A: Understanding Data,,,
SI-12,,,,,CIS Safeguard 3.4,,,,
SI-12,SI-12.1,,,,,,,,
SI-12,SI-12.2,,,,,,,,
SI-16,,,,,CIS Safeguard 10.5,,,,
SI-16,SI-16.1,,,,,,,,
SI-16,SI-16.2,,,,,,,,
SI-2(2),,,,,CIS Safeguard 7.3,,,,
SI-2(2),,,,,CIS Safeguard 7.4,,,,
SI-2(2),SI-2(1).1,,,,,,,,
SI-2(2),SI-2(2).1,,,,,,,,
SI-2(2),SI-2(2).2,,,,,,,,
SI-2,,,,,CIS Safeguard 7.3,,,,
SI-2,,,,,CIS Safeguard 7.4,,,,
SI-2,,,,,CIS Safeguard 7.7,,,,
SI-2,,,,,CIS Safeguard 16.3,,,,
SI-2,,,,,,,ISM-1563,,
SI-2,SI-2.1,SI.1.210,3.14.1,,,,,,
SI-2,SI-2.10,SI.1.210,3.14.1,,,,,,
SI-2,SI-2.11,SI.1.210,3.14.1,,,,,,
SI-2,SI-2.12,SI.1.210,3.14.1,,,,,,
SI-2,SI-2.2,SI.1.210,3.14.1,,,,,,
SI-2,SI-2.3,SI.1.210,3.14.1,,,,,,
SI-2,SI-2.4,SI.1.210,3.14.1,,,,,,
SI-2,SI-2.5,SI.1.210,3.14.1,,,,,,
SI-2,SI-2.6,SI.1.210,3.14.1,,,,,,
SI-2,SI-2.7,SI.1.210,3.14.1,,,,,,
SI-2,SI-2.8,SI.1.210,3.14.1,,,,,,
SI-2,SI-2.9,SI.1.210,3.14.1,,,,,,
SI-3,,,,,,,ISM-1034,,
SI-3,,,,,,,ISM-1341,,
SI-3,,,,,CIS Safeguard 9.6,,,,
SI-3,,,,,CIS Safeguard 9.7,,,,
SI-3,,,,,CIS Safeguard 10.1,B4.C: Secure Management,,,
SI-3,,,,,CIS Safeguard 10.2,C1.D: Identifying Security Incidents,,,
SI-3,,,,,CIS Safeguard 10.4,,,,
SI-3,,,,,CIS Safeguard 10.6,C1.E: Monitoring Tools and Skills,,,
SI-3,,,,,,,ISM-1660,Application Control - ISM-1660,
SI-3,,,,,,,ISM-1661,Application Control - ISM-1661,
SI-3,,,,,,,ISM-1662,Application Control - ISM-1662,
SI-3,,,,,,,ISM-1663,Application Control - ISM-1663,
SI-3,,,,,,,ISM-1624,,
SI-3,,,,,,,ISM-1664,User Application Hardening - ISM-1664,
SI-3,,,,,,,ISM-1677,Configure Microsoft Office Macro Settings - ISM-1677,
SI-3,SI-3.1,SI.1.213,,Anti-Virus and Behavior-Based Malware Protection,,,,,
SI-3,SI-3.10,SI.1.213,,,,,,,
SI-3,SI-3.11,SI.1.213,,,,,,,
SI-3,SI-3.12,SI.1.213,,,,,,,
SI-3,SI-3.2,SI.1.213,,,,,,,
SI-3,SI-3.3,SI.1.213,,,,,,,
SI-3,SI-3.4,SI.1.213,,,,,,,
SI-3,SI-3.5,SI.1.213,,,,,,,
SI-3,SI-3.6,SI.1.213,,,,,,,
SI-3,SI-3.7,SI.1.213,,,,,,,
SI-3,SI-3.8,SI.1.213,,,,,,,
SI-3,SI-3.9,SI.1.213,,,,,,,
SI-4(10),SI-4(10).1,,,,,,,,
SI-4(10),SI-4(10).2,,,,,,,,
SI-4(10),SI-4(10).3,,,,,,,,
SI-4(12),SI-4(12).1,,,,,,,,
SI-4(12),SI-4(12).2,,,,,,,,
SI-4(14),SI-4(14).1,,,,,,,,
SI-4(2),,,,,CIS Safeguard 13.1,C1.A: Monitoring Coverage,,,
SI-4(2),,,,,CIS Safeguard 13.1,C1.C: Generating Alerts,,,
SI-4(2),,,,,CIS Safeguard 13.1,C1.D: Identifying Security Incidents,,,
SI-4(2),,,,,CIS Safeguard 13.1,C1.E: Monitoring Tools and Skills,,,
SI-4(20),SI-4(20).1,,,,,,,,
SI-4(20),SI-4(20).2,,,,,,,,
SI-4(22),SI-4(22).1,,,,,,,,
SI-4(22),SI-4(22).2,,,,,,,,
SI-4(22),SI-4(22).3,,,,,,,,
SI-4(22),SI-4(22).4,,,,,,,,
SI-4(4),,,,,CIS Safeguard 13.3,,,,
SI-4(4),,,,,CIS Safeguard 13.6,,,,
SI-4(4),,,,,CIS Safeguard 13.8,,,,
SI-4(4),SI-4(4).1,SI.2.216,3.14.6,,,,,,
SI-4(4),SI-4(4).2,,,,,,,,
SI-4(4),SI-4(4).3,,,,,,,,
SI-4(4),SI-4(4).4,,,,,,,,
SI-4(5),,,,,CIS Safeguard 13.1,C1.A: Monitoring Coverage,,,
SI-4(5),,,,,CIS Safeguard 13.1,C1.C: Generating Alerts,,,
SI-4(5),,,,,CIS Safeguard 13.1,C1.D: Identifying Security Incidents,,,
SI-4(5),,,,,CIS Safeguard 13.1,C1.E: Monitoring Tools and Skills,,,
SI-4(5),SI-4(5).1,,,,,,,,
SI-4(5),SI-4(5).2,,,,,,,,
SI-4(5),SI-4(5).3,,,,,,,,
SI-4,,,,,CIS Safeguard 1.3,,,,
SI-4,,,,,CIS Safeguard 1.5,,,,
SI-4,,,,,CIS Safeguard 10.7,,,,
SI-4,,,,,CIS Safeguard 13.3,,,,
SI-4,,,,,CIS Safeguard 13.5,"B2.A: Identity Verification, Authentication and Authorisation",,,
SI-4,,,,,CIS Safeguard 13.6,,,,
SI-4,,,,,CIS Safeguard 13.8,,,,
SI-4,,,,,CIS Safeguard 13.11,,,,
SI-4,,,,,CIS Safeguard 15.5,,,,
SI-4,,,,,,,ISM-1213,,
SI-4,,,,,,,ISM-0520,,
SI-4,,,,,,,ISM-1714,,
SI-4,,,,,,,ISM-1509,Restrict Administrative Privileges - ISM-1509,
SI-4,,,,,,,ISM-1650,Restrict Administrative Privileges - ISM-1650,
SI-4,,,,,,,ISM-1613,,
SI-4,,,,,,,ISM-1537,,
SI-4,,,,,,,ISM-0261,,
SI-4,,,,,,,ISM-0109,User Application Hardening - ISM-0109,
SI-4,,,,,,,ISM-1228,User Application Hardening - ISM-1228,
SI-4,,,,,,,ISM-1563,,
SI-4,,,,,,,ISM-0634,,
SI-4,SI-4.1,SI.2.217,3.14.7,,,,,,
SI-4,SI-4.10,SI.2.217,3.14.7,,,,,,
SI-4,SI-4.11,SI.2.217,3.14.7,,,,,,
SI-4,SI-4.12,SI.2.217,3.14.7,,,,,,
SI-4,SI-4.13,SI.2.217,3.14.7,,,,,,
SI-4,SI-4.14,SI.2.217,3.14.7,,,,,,
SI-4,SI-4.15,SI.2.217,3.14.7,,,,,,
SI-4,SI-4.16,SI.2.217,3.14.7,,,,,,
SI-4,SI-4.17,SI.2.217,3.14.7,,,,,,
SI-4,SI-4.18,SI.2.217,3.14.7,,,,,,
SI-4,SI-4.2,SI.2.217,3.14.7,,,,,,
SI-4,SI-4.3,SI.2.217,3.14.7,,,,,,
SI-4,SI-4.4,SI.2.217,3.14.7,,,,,,
SI-4,SI-4.5,SI.2.217,3.14.7,,,,,,
SI-4,SI-4.6,SI.2.217,3.14.7,,,,,,
SI-4,SI-4.7,SI.2.217,3.14.7,,,,,,
SI-4,SI-4.8,SI.2.217,3.14.7,,,,,,
SI-4,SI-4.9,SI.2.217,3.14.7,,,,,,
SI-4,SI-4.1,,,,,,,,
SI-4,SI-4.10,,,,,,,,
SI-4,SI-4.11,,,,,,,,
SI-4,SI-4.12,,,,,,,,
SI-4,SI-4.13,,,,,,,,
SI-4,SI-4.14,,,,,,,,
SI-4,SI-4.15,,,,,,,,
SI-4,SI-4.16,,,,,,,,
SI-4,SI-4.17,,,,,,,,
SI-4,SI-4.18,,,,,,,,
SI-4,SI-4.2,,,,,,,,
SI-4,SI-4.3,,,,,,,,
SI-4,SI-4.4,,,,,,,,
SI-4,SI-4.5,,,,,,,,
SI-4,SI-4.6,,,,,,,,
SI-4,SI-4.7,,,,,,,,
SI-4,SI-4.8,,,,,,,,
SI-4,SI-4.9,,,,,,,,
SI-5(1),SI-5(1).1,SI.4.221,,,,,,,
SI-5,,,,,,,ISM-1563,,
SI-5,SI-5.1,SI.1.211,3.14.2,,,,,,
SI-5,SI-5.2,SI.1.211,3.14.2,,,,,,
SI-5,SI-5.3,SI.1.211,3.14.2,,,,,,
SI-5,SI-5.4,SI.1.211,3.14.2,,,,,,
SI-5,SI-5.5,SI.1.211,3.14.2,,,,,,
SI-5,SI-5.6,SI.1.211,3.14.2,,,,,,
SI-5,SI-5.7,SI.1.211,3.14.2,,,,,,
SI-5,SI-5.8,SI.1.211,3.14.2,,,,,,
SI-6,SI-6.1,,,,,,,,
SI-6,SI-6.2,,,,,,,,
SI-6,SI-6.3,,,,,,,,
SI-6,SI-6.4,,,,,,,,
SI-6,SI-6.5,,,,,,,,
SI-6,SI-6.6,,,,,,,,
SI-6,SI-6.7,,,,,,,,
SI-6,SI-6.8,,,,,,,,
SI-6,SI-6.9,,,,,,,,
SI-7(1),,,,,CIS Safeguard 2.7,,,,
SI-7(1),SI-7(1).1,CM.5.074,,,,,,,
SI-7(1),SI-7(1).2,CM.5.074,,,,,,,
SI-7(1),SI-7(1).3,CM.5.074,,,,,,,
SI-7(1),SI-7(1).4,CM.5.074,,,,,,,
SI-7(1),SI-7(1).5,CM.5.074,,,,,,,
SI-7(1),SI-7(1).6,CM.5.074,,,,,,,
SI-7(1),SI-7(1).7,CM.5.074,,,,,,,
SI-7(1),SI-7(1).8,CM.5.074,,,,,,,
SI-7(15),SI-7(15).1,,,,,,,,
SI-7(15),SI-7(15).2,,,,,,,,
SI-7(2),SI-7(2).1,,,,,,,,
SI-7(2),SI-7(2).2,,,,,,,,
SI-7(5),SI-7(5).1,,,,,,,,
SI-7(5),SI-7(5).2,,,,,,,,
SI-7(7),SI-7(7).1,,,,,,,,
SI-7(7),SI-7(7).2,,,,,,,,
SI-7,,,,,CIS Safeguard 12.8,B2.B: Device Management,,,
SI-7,,,,,CIS Safeguard 12.8,B4.C: Secure Management,,,
SI-7,,,,,CIS Safeguard 2.7,,,,
SI-7,,,,,,,ISM-1598,,
SI-7,SI-7.1,,,,,,,,
SI-7,SI-7.2,,,,,,,,
SI-8(2),SI-8(2).1,,,,,,,,
SI-8,,,,,CIS Safeguard 9.2,,,,
SI-8,,,,,CIS Safeguard 9.6,,,,
SI-8,,,,,CIS Safeguard 9.7,,,,
SI-8,,,,,,,ISM-1660,Application Control - ISM-1660,
SI-8,,,,,,,ISM-1661,Application Control - ISM-1661,
SI-8,,,,,,,ISM-1662,Application Control - ISM-1662,
SI-8,,,,,,,ISM-1663,Application Control - ISM-1663,
SI-8,,,,,,,ISM-1624,,
SI-8,,,,,,,ISM-1664,User Application Hardening - ISM-1664,
SI-8,,,,,,,ISM-1677,Configure Microsoft Office Macro Settings - ISM-1677,
SI-8,SI-8.1,,,,,,,,
SI-8,SI-8.2,,,,,,,,
SI-8,SI-8.3,,,,,,,,
SA-1,SA-1.1,,,,,,,,
SA-1,SA-1.10,,,,,,,,
SA-1,SA-1.2,,,,,,,,
SA-1,SA-1.3,,,,,,,,
SA-1,SA-1.4,,,,,,,,
SA-1,SA-1.5,,,,,,,,
SA-1,SA-1.6,,,,,,,,
SA-1,SA-1.7,,,,,,,,
SA-1,SA-1.8,,,,,,,,
SA-1,SA-1.9,,,,,,,,
SA-10(1),SA-10(1).1,,,,,,,,
SA-10,,,,,CIS Safeguard 4.1,B1.A: Policy and Process Development,,,
SA-10,SA-10.1,,,,,,,,
SA-10,SA-10.10,,,,,,,,
SA-10,SA-10.11,,,,,,,,
SA-10,SA-10.12,,,,,,,,
SA-10,SA-10.2,,,,,,,,
SA-10,SA-10.3,,,,,,,,
SA-10,SA-10.4,,,,,,,,
SA-10,SA-10.5,,,,,,,,
SA-10,SA-10.6,,,,,,,,
SA-10,SA-10.7,,,,,,,,
SA-10,SA-10.8,,,,,,,,
SA-10,SA-10.9,,,,,,,,
SA-11,,,,,CIS Safeguard 16.12,,,,
SA-11,,,,,,,ISM-1563,,
SA-11,,,,,,,ISM-1786,,
SA-11,SA-11.1,,,,,,,,
SA-11,SA-11.2,,,,,,,,
SA-11,SA-11.3,,,,,,,,
SA-11,SA-11.4,,,,,,,,
SA-11,SA-11.5,,,,,,,,
SA-11,SA-11.6,,,,,,,,
SA-11,SA-11.7,,,,,,,,
SA-11,SA-11.8,,,,,,,,
SA-12,,,,,,,ISM-1452,,
SA-12,,,,,,,ISM-1786,,
SA-12,,,,,,,ISM-1785,,
SA-12,,,,,,,,,
SA-14,,,,,,,,,
SA-15(3),SA-15(3).1,,,,,,,,
SA-15(3),SA-15(3).2,,,,,,,,
SA-15(3),SA-15(3).3,,,,,,,,
SA-15,,,,,CIS Safeguard 16.1,,,,
SA-15,,,,,CIS Safeguard 16.11,,,,
SA-15,,,,,CIS Safeguard 16.12,,,,
SA-15,,,,,,,ISM-1452,,
SA-15,SA-15.1,,,,,,,,
SA-15,SA-15.10,,,,,,,,
SA-15,SA-15.11,,,,,,,,
SA-15,SA-15.12,,,,,,,,
SA-15,SA-15.13,,,,,,,,
SA-15,SA-15.14,,,,,,,,
SA-15,SA-15.2,,,,,,,,
SA-15,SA-15.3,,,,,,,,
SA-15,SA-15.4,,,,,,,,
SA-15,SA-15.5,,,,,,,,
SA-15,SA-15.6,,,,,,,,
SA-15,SA-15.7,,,,,,,,
SA-15,SA-15.8,,,,,,,,
SA-15,SA-15.9,,,,,,,,
SA-16,SA-16.1,,,,,,,,
SA-16,SA-16.2,,,,,,,,
SA-17,SA-17.1,CM.5.074,,,,,,,
SA-17,SA-17.2,CM.5.074,,,,,,,
SA-17,SA-17.3,CM.5.074,,,,,,,
SA-17,SA-17.4,CM.5.074,,,,,,,
SA-17,SA-17.5,CM.5.074,,,,,,,
SA-2,,,,,,,ISM-0726,,
SA-2,SA-2.1,,,,,,,,
SA-2,SA-2.2,,,,,,,,
SA-2,SA-2.3,,,,,,,,
SA-2,SA-2.4,,,,,,,,
SA-2,SA-2.5,,,,,,,,
SA-2,SA-2.6,,,,,,,,
SA-21,SA-21.1,,,,,,,,
SA-21,SA-21.2,,,,,,,,
SA-21,SA-21.3,,,,,,,,
SA-21,SA-21.4,,,,,,,,
SA-21,SA-21.5,,,,,,,,
SA-22,,,,,CIS Safeguard 2.2,,,,
SA-22,SA-22.1,,,,,,,,
SA-22,SA-22.2,,,,,,,,
SA-22,SA-22.3,,,,,,,,
SA-3,,,,,CIS Safeguard 4.1,B1.A: Policy and Process Development,,,
SA-3,,,,,CIS Safeguard 16.1,,,,
SA-3,SA-3.1,,,,,,,,
SA-3,SA-3.2,,,,,,,,
SA-3,SA-3.3,,,,,,,,
SA-3,SA-3.4,,,,,,,,
SA-3,SA-3.5,,,,,,,,
SA-4(1),SA-4(1).1,,,,,,,,
SA-4(10),SA-4(10).1,,,,,,,,
SA-4(2),SA-4(2).1,,,,,,,,
SA-4(2),SA-4(2).2,,,,,,,,
SA-4(2),SA-4(2).3,,,,,,,,
SA-4(2),SA-4(2).4,,,,,,,,
SA-4(2),SA-4(2).5,,,,,,,,
SA-4(2),SA-4(2).6,,,,,,,,
SA-4(5),SA-4(5).1,,,,,,,,
SA-4(5),SA-4(5).2,,,,,,,,
SA-4(5),SA-4(5).3,,,,,,,,
SA-4(9),SA-4(9).1,,,,,,,,
SA-4,,,,,CIS Safeguard 15.4,A4.A: Supply Chain,,,
SA-4,,,,,,,ISM-0261,,
SA-4,,,,,,,ISM-0634,,
SA-4,SA-4.1,,,,,,,,
SA-4,SA-4.2,,,,,,,,
SA-4,SA-4.3,,,,,,,,
SA-4,SA-4.4,,,,,,,,
SA-4,SA-4.5,,,,,,,,
SA-4,SA-4.6,,,,,,,,
SA-4,SA-4.7,,,,,,,,
SA-5,,,,,,,ISM-1563,,
SA-5,SA-5.1,,,,,,,,
SA-5,SA-5.10,,,,,,,,
SA-5,SA-5.11,,,,,,,,
SA-5,SA-5.12,,,,,,,,
SA-5,SA-5.13,,,,,,,,
SA-5,SA-5.14,,,,,,,,
SA-5,SA-5.2,,,,,,,,
SA-5,SA-5.3,,,,,,,,
SA-5,SA-5.4,,,,,,,,
SA-5,SA-5.5,,,,,,,,
SA-5,SA-5.6,,,,,,,,
SA-5,SA-5.7,,,,,,,,
SA-5,SA-5.8,,,,,,,,
SA-5,SA-5.9,,,,,,,,
SA-8,,,,,CIS Safeguard 4.1,B1.A: Policy and Process Development,,,
SA-8,,,,,CIS Safeguard 12.2,B5.B: Design for Resilience,,,
SA-8,,,,,CIS Safeguard 16.9,,,,
SA-8,,,,,CIS Safeguard 16.10,B4.A: Secure by Design,,,
SA-8,SA-8.1,SC.4.228,3.13.2,,,,,,
SA-8,SA-8.2,SC.4.228,3.13.2,,,,,,
SA-8,SA-8.3,SC.4.228,3.13.2,,,,,,
SA-8,SA-8.4,SC.4.228,3.13.2,,,,,,
SA-8,SA-8.5,SC.4.228,3.13.2,,,,,,
SA-9(2),,,,,CIS Safeguard 15.2,A4.A: Supply Chain,,,
SA-9(2),SA-9(2).1,,,,,,,,
SA-9(2),SA-9(2).2,,,,,,,,
SA-9,,,,,CIS Safeguard 15.2,A4.A: Supply Chain,,,
SA-9,,,,,,,ISM-0261,,
SA-9,,,,,,,ISM-0634,,
SA-9,,,,,,,ISM-1786,,
SA-9,,,,,,,ISM-1785,,
SA-9,SA-9.1,,,,,,,,
SA-9,SA-9.2,,,,,,,,
SA-9,SA-9.3,,,,,,,,
SA-9,SA-9.4,,,,,,,,
SA-9,SA-9.5,,,,,,,,
SA-9,SA-9.6,,,,,,,,
SA-9,SA-9.7,,,,,,,,
SA-9,SA-9.8,,,,,,,,
SA-9,SA-9.9,,,,,,,,
SR-1,,,,,CIS Safeguard 15.2,,,,
SR-11,,,,,CIS Safeguard 16.5,,,,
SR-12,,,,,CIS Safeguard 3.5,,,,
SR-5,,,,,CIS Safeguard 15.3,,,,
SR-5,,,,,CIS Safeguard 15.4,,,,
SR-6,,,,,CIS Safeguard 15.2,,,,
SR-6,,,,,CIS Safeguard 15.4,,,,
CM-8,,,,,,,,,"ACM-1A: Manage Asset Inventory"
CP-2,,,,,,,,,"ACM-1A: Manage Asset Inventory"
CP-8,,,,,,,,,"ACM-1A: Manage Asset Inventory"
PE-11,,,,,,,,,"ACM-1A: Manage Asset Inventory"
PE-9,,,,,,,,,"ACM-1A: Manage Asset Inventory"
PM-5,,,,,,,,,"ACM-1A: Manage Asset Inventory"
PM-8,,,,,,,,,"ACM-1A: Manage Asset Inventory"
RA-2,,,,,,,,,"ACM-1A: Manage Asset Inventory"
RA-9,,,,,,,,,"ACM-1A: Manage Asset Inventory"
SA-20,,,,,,,,,"ACM-1A: Manage Asset Inventory"
SC-6,,,,,,,,,"ACM-1A: Manage Asset Inventory"
SR-2,,,,,,,,,"ACM-1A: Manage Asset Inventory"
CM-7,,CM.2.062,,,,,,,"ACM-1A: Manage Asset Inventory"
CP-2,,,,,,,,,"ACM-1B: Manage Asset Inventory"
CP-8,,,,,,,,,"ACM-1B: Manage Asset Inventory"
PE-11,,,,,,,,,"ACM-1B: Manage Asset Inventory"
PE-9,,,,,,,,,"ACM-1B: Manage Asset Inventory"
PM-8,,,,,,,,,"ACM-1B: Manage Asset Inventory"
RA-2,,,,,,,,,"ACM-1B: Manage Asset Inventory"
RA-9,,,,,,,,,"ACM-1B: Manage Asset Inventory"
SA-20,,,,,,,,,"ACM-1B: Manage Asset Inventory"
SC-6,,,,,,,,,"ACM-1B: Manage Asset Inventory"
SR-2,,,,,,,,,"ACM-1B: Manage Asset Inventory"
CM-7,,CM.2.062,,,,,,,"ACM-1B: Manage Asset Inventory"
CM-8,,,,,,,,,"ACM-1C: Manage Asset Inventory"
CP-2,,,,,,,,,"ACM-1C: Manage Asset Inventory"
CP-8,,,,,,,,,"ACM-1C: Manage Asset Inventory"
PE-11,,,,,,,,,"ACM-1C: Manage Asset Inventory"
PE-9,,,,,,,,,"ACM-1C: Manage Asset Inventory"
PM-5,,,,,,,,,"ACM-1C: Manage Asset Inventory"
PM-8,,,,,,,,,"ACM-1C: Manage Asset Inventory"
RA-2,,,,,,,,,"ACM-1C: Manage Asset Inventory"
RA-9,,,,,,,,,"ACM-1C: Manage Asset Inventory"
SA-20,,,,,,,,,"ACM-1C: Manage Asset Inventory"
SC-6,,,,,,,,,"ACM-1C: Manage Asset Inventory"
SR-2,,,,,,,,,"ACM-1C: Manage Asset Inventory"
CM-7,,CM.2.062,,,,,,,"ACM-1C: Manage Asset Inventory"
CM-8,,,,,,,,,"ACM-1D: Manage Asset Inventory"
CP-2,,,,,,,,,"ACM-1D: Manage Asset Inventory"
CP-8,,,,,,,,,"ACM-1D: Manage Asset Inventory"
PE-11,,,,,,,,,"ACM-1D: Manage Asset Inventory"
PE-9,,,,,,,,,"ACM-1D: Manage Asset Inventory"
PM-5,,,,,,,,,"ACM-1D: Manage Asset Inventory"
PM-8,,,,,,,,,"ACM-1D: Manage Asset Inventory"
RA-2,,,,,,,,,"ACM-1D: Manage Asset Inventory"
RA-9,,,,,,,,,"ACM-1D: Manage Asset Inventory"
SA-20,,,,,,,,,"ACM-1D: Manage Asset Inventory"
SC-6,,,,,,,,,"ACM-1D: Manage Asset Inventory"
SR-2,,,,,,,,,"ACM-1D: Manage Asset Inventory"
CM-7,,CM.2.062,,,,,,,"ACM-1D: Manage Asset Inventory"
AC-4,,,,,,,,,"CM-1E: Manage Asset Inventory"
CA-3,,,,,,,,,"CM-1E: Manage Asset Inventory"
CA-9,,,,,,,,,"CM-1E: Manage Asset Inventory"
CM-8,,,,,,,,,"CM-1E: Manage Asset Inventory"
CP-2,,,,,,,,,"CM-1E: Manage Asset Inventory"
CP-8,,,,,,,,,"CM-1E: Manage Asset Inventory"
PE-11,,,,,,,,,"CM-1E: Manage Asset Inventory"
PE-9,,,,,,,,,"CM-1E: Manage Asset Inventory"
PL-8,,,,,,,,,"CM-1E: Manage Asset Inventory"
PM-5,,,,,,,,,"CM-1E: Manage Asset Inventory"
PM-8,,,,,,,,,"CM-1E: Manage Asset Inventory"
RA-9,,,,,,,,,"CM-1E: Manage Asset Inventory"
SA-17,,,,,,,,,"CM-1E: Manage Asset Inventory"
SA-20,,,,,,,,,"CM-1E: Manage Asset Inventory"
SR-2,,,,,,,,,"CM-1E: Manage Asset Inventory"
CM-7,,CM.2.062,,,,,,,"ACM-1E: Manage Asset Inventory"
CM-8,,,,,,,,,"ACM-1F: Manage Asset Inventory"
CP-2,,,,,,,,,"ACM-1F: Manage Asset Inventory"
CP-8,,,,,,,,,"ACM-1F: Manage Asset Inventory"
PE-11,,,,,,,,,"ACM-1F: Manage Asset Inventory"
PE-9,,,,,,,,,"ACM-1F: Manage Asset Inventory"
PM-5,,,,,,,,,"ACM-1F: Manage Asset Inventory"
PM-8,,,,,,,,,"ACM-1F: Manage Asset Inventory"
RA-9,,,,,,,,,"ACM-1F: Manage Asset Inventory"
SA-20,,,,,,,,,"ACM-1F: Manage Asset Inventory"
SR-2,,,,,,,,,"ACM-1F: Manage Asset Inventory"
CM-7,,CM.2.062,,,,,,,"ACM-1F: Manage Asset Inventory"
CM-1,,,,,,,,,"ACM-2A: Manage Asset Configuration"
CM-2,,,,,,,,,"ACM-2A: Manage Asset Configuration"
CM-3,,,,,,,,,"ACM-2A: Manage Asset Configuration"
CM-4,,,,,,,,,"ACM-2A: Manage Asset Configuration"
CM-5,,,,,,,,,"ACM-2A: Manage Asset Configuration"
CM-6,,,,,,,,,"ACM-2A: Manage Asset Configuration"
CM-7,,,,,,,,,"ACM-2A: Manage Asset Configuration"
CM-9,,,,,,,,,"ACM-2A: Manage Asset Configuration"
SA-10,,,,,,,,,"ACM-2A: Manage Asset Configuration"
CM-1,,,,,,,,,"ACM-2B: Manage Asset Configuration"
CM-2,,,,,,,,,"ACM-2B: Manage Asset Configuration"
