asn,asname
262463,"TELECOM CORDEIROPOLIS LTDA - ME"
262464,"TRIP TECNOLOGIA LTDA"
262465,"Masterradius Telecom Ltda EPP"
262466,"WNX TELECOM LTDA - ME"
262468,"Natel Telecom Ltda. - ME"
262469,"WISP ICONECTA SERVICOS DE REDE LTDA"
262470,"Pontenet Teleinformática Ltda."
262473,"SAMISSA TELECOM"
262474,"ALTERNA TELECOMUNICACOES E CONECTIVIDADE LTDA EPP"
262475,"TIVIT TERCEIRIZAÇÃO DE PROCESSOS, SERV. E TEC. S/A"
262476,"PROVEDOR BRCENTRAL.NET LTDA"
262477,"RAIZEN ENERGIA S.A"
262478,"AUE Provedor de Internet LTDA."
262479,"PRIME SISTEMAS DE ATENDIMENTO AO CONSUMIDOR LTDA"
262480,"demétrio araujo prates ramos"
262481,"NEOREDE TELECOMUNICAÇÃO EIRELI - EPP"
262482,"HOMENET TELECOMUNICAÇÕES LTDA"
262483,"Prefeitura Municipal de Campo Grande"
262484,"Zumpa Telecom Telecomunicações EIRELI"
262485,"S.C. RIO TELECOMUNICACOES E INFORMATICA LTDA"
262486,"PRODAM Processamento de Dados Amazonas S.A"
262487,"Tecnologia e Informática LTDA-ME"
262488,"Minasnet Serviços de Provedor de Internet Ltda"
262489,"Telecomunicações Sapucai Telecom Ltda"
262490,"Ambiente Virtual Sistemas e Conectividade Ltda"
262491,"Saulo J. de Moura Borba ME"
262492,"INTERCONECT TELEINFORMATICA LTDA"
262493,"Global Tech Internet Banda Larga EPP - ltda"
262494,"Virtex Ltda"
262495,"INOVE TELECOMUNICACOES LTDA ME"
262496,"Clonix Informática LTDA"
262497,"JNNET TELECOMUNICACOES EIRELI - EPP"
262498,"Sudoeste Telecom Ltda - ME"
262499,"TMC Tecnologia em Telecomunicações Ltda."
262500,"BS2 Sistemas para Internet Ltda."
262501,"Inetweb Informática e Assessoria Ltda"
262502,"FLYLink Telecom"
262503,"PAULO DE TARSO DE CARVALHO BAYMA FILHO"
262504,"Nova Rede de Telecomunicações Ltda"
262505,"N4 Telecomunicacoes LTDA - ME"
262506,"ASERNET TELECOM"
262507,"Global Osi Brasil Telecomunicações e Conectividade"
262508,"Global Distribuição de Bens de Consumo Ltda"
262509,"TELECOM. E INTERNET LTDA"
262510,"NETQUALY Telecomunicações LTDA."
262511,"Universidade Federal do Pará"
262512,"Companhia de Informática de Jundiaí - CIJUN"
262513,"SERMA ASSOC DOS USUARIOS DE QUIP DE PROCESS DE DAD"
262514,"TelecomDados Ltda"
262515,"FUNDACAO JOAO PAULO II"
262516,"Directweb Tecnologia em Informática Eireli"
262517,"NIQTURBO PIMENTEL E MOREIRA LTDA"
262518,"TRAY TECNOLOGIA EM E-COMMERCE LTDA"
262519,"BIA PADUA INTERNET E S.C.M. LTDA"
262520,"Prefeitura Municial de Alfenas"
262521,"pgf telecomunicacoes ltda"
262522,"CityData Telecom"
262523,"HELP DESK NET TELECOMUNICACOES LTDA ME"
262524,"COAMO AGROINDUSTRIAL COOPERATIVA"
262525,"Georadar Levantamentos Geofísicos S.A."
262526,"Titania Telecom"
262527,"MTCASEMOD COMERCIO DE PROD. DE INFOR. E SERV. LTDA"
262529,"SOLUÇÕES EM TECNOLOGIA DA INFORMAÇÃO LTDA"
262530,"M. J. Dias & Lima Ltda ME"
262531,"Combo Livre"
262532,"VAS Freitas Servicos de Internet Ltda"
262533,"Universidade do Estado do Pará"
262534,"Laboratório Nacional de Computação Científica"
262535,"Flash Net Brasil Telecom Ltda - EPP"
262536,"UNIMED CAMPO GRANDE MS COOPERATIVA DE TRABALHO MED"
262537,"DataSafeIT Soluções em Tecnologia"
262539,"DUNET LTDA"
262540,"Netwis Telecom"
262541,"ITEMNET PROVEDOR DE INTERNET LTDA - ME"
262542,"Speakers Projetos e Execução em Audio Ltda"
262543,"Grupo New Life"
262544,"Sulcom Informática Ltda"
262545,"Mandic S.A."
262546,"NetCintra Telecomunicações Ltda."
262547,"Tricor Teleinformática Ltda"
262548,"GETCARD PROVEDORA DE TRANSACOES ELETRONICAS LTDA"
262549,"CELINET INFORMATICA LTDA-ME"
262550,"LUCAS NETWORK INFORMATICA LTDA ME"
262551,"Farol Telecom"
262552,TEC
262554,"REDE VELOZ LTDA"
262557,"VIA SUL TELECOMUNICAÇOES LTDA ME"
262558,"PROMPT BRASIL SOLUCOES EM TI LTDA"
262559,"Aguia Branca Participações Ltda"
262560,"Alonet Telecom"
262561,"BRIP MULTIMIDIA LTDA"
262562,"Max WIFI Telecom Ltda."
262565,"CYBER INTERNET LTDA ME"
262566,"Link Sete Servicos de Internet e Redes Ltda"
262567,"DIPELNE T"
262568,"Netvia Telecom Provedor de Internet Ltda."
262569,"MGNET INFORMATICA E SERVIÇOS LTDA"
262570,"TECNOLOGIA BANCARIA S/A"
262571,"SM Networks"
262572,"SOTHIS TECNOLOGIA E SERVICOS DE TELECOMUNICACOES L"
262573,"GILMAR DOS SANTOS & CIA. LTDA."
262574,"Bit On Internet Provider Ltda."
262575,"Alto Vale Net Ltda"
262576,"INFORMATICA JUVENILIA COMERCIO E SERVIÇOS LTDA"
262577,"RLC COMÉRCIO E SERVIÇOS LTDA - ME"
262578,"EASY EMBRANET SERVIÇOS DE COMUNICAÇÃO LTDA"
262579,"GE Network Provedor de Internet LTDA"
262581,"NADIEL DO AMARAL SANTOS"
262582,"Netsul Internet Banda Larga LTDA"
262583,"Fundação Universidade de Passo Fundo"
262584,"Rede interativa de Comércio Informática e Comunica"
262585,"Flexus Soluções"
262586,"R4 Informática Ltda"
262587,"Cerentini Soluções em Tecnologia"
262588,"EXPLORERNET INFOLINK TECNOLOGIA E TELECOMUNICACOES"
262589,"INTERNEXA Brasil Operadora de Telecomunicações S.A"
262590,"NET ON LINE LTDA ME"
262591,"F B COMUNICACAO MULTIMIDIA LTDA"
262592,"Infopasa Provedora de Internet Ltda ME"
262593,"TM TECNOLOGIA DA COMUNICAÇÃO LTDA"
262594,"4INET SOROCABA LTDA EPP"
262595,"OnNet Telecomunicacoes LTDA - ME"
262596,"JUNTO TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA"
262597,"Via Livre Telecom Ltda"
262599,"OSTARA TELECOMUNICAÇÕES LTDA"
262600,"ASE TELECOMUNICAÇÕES LTDA ME"
262601,"GTNET PROVEDOR DE ACESSO A INTERNET LTDA-ME"
262602,"Ibiritenet Telecom e serv. de inf. ltda"
262603,"GX INTERNET E WEB HOSTING SERV DE INFORMATICA LTDA"
262604,"Click.com telecomunicações ltda-me"
262605,"LEOVIN INTERNET PROVIDER"
262606,"Unica Technology Ltda ME"
262607,"SMLB TELECOM"
262608,"Vapt Solucoes Tecnologicas Ltda"
262609,"CL9 Tecnologias Ltda."
262610,"INTERall Informática Ltda."
262611,"Ivr informatica ltda me"
262612,"Piotr Piwowar"
262613,"FOCUS PROVEDORIA DE INTERNET"
262614,"Insper Instituto de Ensino e Pesquisa"
262615,"GravataNET LTDA"
262616,"Virtual Slice Provedor de Acesso a Internet Ltda"
262617,"UWBR VOX Telecomunicações S/A"
262618,"JGM BRASIL TELECOMUNICAÇÕES LTDA"
262619,"Thielke & Cia Ltda."
262620,"Pox Network Telecomunicações Ltda-ME"
262621,"LIMA & VICENTE Diversões Eletrônicas LTDA"
262622,"DAVOI ISP-PROVEDOR DE SOL.E ACESSO A INTERNET-LTDA"
262623,"claudio jose lara -me"
262624,"INETSAFE COMERCIO DE EQUIPAMENTOS ELETRONICOS LTDA"
262625,"Aita Provedor de Acesso as Redes de Comunic. E Com"
262626,"CICLONET SERVICOS DE INTERNET E MULTIMIDIA EIRELI"
262627,"RCA ASSESSORIA E INFORMATICA LTDA"
262628,"2i Servicos de Telecomunicacoes do Brasil Ltda."
262629,"Cooper Card Administradora de Cartoes LTDA"
262630,"Prime Telecomunicacoes LTDA"
262631,"ILIG TELECOM LTDA."
262632,"Grajaunet Telecomunicacoes"
262633,"RTC INTERNET VIA RADIO LTDA ME"
262634,"LEMOS E MORAIS LTDA."
262635,"MKVEX LTDA ME"
262636,"Wii Connect Com de Prod de Informática Telecom Ltd"
262637,"NETPRIMUS TECNOLOGIA LTDA"
262638,"BRASCONECT INFORMATICA LTDA"
262639,"Sociedade PADRE ANCHIETA DE ENSINO"
262640,"PLUGBR TELECOMUNICACOES LTDA"
262641,"SNI Telecom"
262642,"NETCELL TELECOM"
262643,"Evanildo Barbeta Boituva ME"
262644,"CONECTA NETWORKS LTDA-ME"
262645,"BrasilNET Telecomunicações do Parana LTDA"
262646,"ARROBASAT COM E SERV DE INFORMATICA LTDA"
262647,"Natural Square Serviços de Informática Ltda"
262648,"Informática Ltda."
262649,"Sidys Comunicações Ltda."
262650,"Kyatera Informatica Ltda"
262651,"LIBnet Comunicação Interativa Ltda"
262652,"R4C Serviços de Informática Ltda"
262653,"PORTALMAIL INFORMATICA LTDA"
262654,"Governo do Estado do Rio Grande do Norte"
262655,"Tribunal Regional do Trabalho 5a Região"
262656,"Nova Link Caxias Telecom LTDA"
262657,"DENDENA E CIA LTDA ME"
262658,"ZAAZ TELECOM SERVIÇOS EM TELECOMUNICAÇÕES LTDA"
262659,"ULTRAWAVE TELECOM EIRELI"
262660,"Consult Informatica Ltda"
262661,"Linknet Telecomunicaçoes"
262662,"Conexao Networks Provedor de Internet"
262663,"METROFLEX TELECOMUNICACOES LTDA"
262664,"GIGALINE INTERNET SERVICOS DE INFORMATICA LTDA"
262665,"Viafast Provedor de Internet Ltda ME"
262666,"World Web Internet Ltda"
262667,"Tendencia Informações e Sistemas Ltda"
262668,"Mar Provedor de Internet Ltda"
262669,"KONNET INFORMATICA EIRELI - EPP"
262671,"S & M Informática Ltda."
262672,"Digirati Informática, serviços e telecomunicações"
262673,"Lafaiete Provedor de Internet e Telecomunic Ltda"
262674,"Conquest Telecomunicações Ltda"
262675,"Solucao Network Provedor Ltda"
262676,"Intervip Networks Ltda."
262678,"CMD Informatica Ltda"
262679,"Secretaria de Fazenda de Mato Grosso do Sul"
262680,"CITY SHOP NET LTDA"
262681,"PROVEDOR DE INTERNET LTDA-ME"
262682,"REDE POPULAR DE INTERNET LTDA"
262683,"M4.NET ACESSO A REDE DE COMUNICACAO LTDA - ME"
262684,"Net New Ltda"
262685,"ScherrerNet Informática Ltda ME"
262686,"Netwalk Telecomunicações em Inf. Ltda"
262687,"Screen Saver Informática LTDA"
262688,"Qnet Telecom"
262689,"ATENTO TELECOM S.I.LTDA"
262690,"Netwave Telecomunicações Ltda."
262691,"CONECTA LTDA."
262692,"SRMINAS LTDA ME"
262693,"WCOM COM E SERV TELECOM LTDA"
262694,"Link Centro de Informatica Ltda."
262695,"Tecwave Telecom Ltda."
262696,"Turbonet Telecomunicações"
262697,"CONECT INFORMATICA LTDA"
262698,"MKM Internet Solution Provider Ltda"
262699,"FOX Internet Banda Larga"
262700,"Efibra Telecom LTDA - EPP"
262702,"Granadanet Servicos de Informatica S/C. Ltda."
262704,"FD Informática Ltda EPP"
262706,"Ultranet Telecomunicações Ltda"
262707,"VIASITE INTERNET LTDA"
262708,"G R Serviços de Comunicação Multimídia Ltda. ME"
262709,"FLEX SEG - INTERNET BANDA LARGA LTDA"
262710,"Alternet Comercio e Serviços Ltda"
262711,"TEK TURBO PROVEDOR DE INTERNET LTDA"
262712,"HOSTWEB DATA CENTER E SERVICOS LTDA"
262713,"TBNet Informatica LTDA"
262714,"Empresa Municipal de Informatica s/a"
262715,"Caezar Provedor de Internet LTDA"
262716,"RRM SERVIÇOS DE INFORMATICA LTDA"
262717,"NETARTUR INTERNET SERVICE LTDA - ME"
262719,"Microdata de Lucélia Serviços de Provedores Ltda"
262720,"MELO TELECOMUNICACOES LTDA"
262721,"AMPLITUDENET PROVEDOR DE ACESSO A INTERNET LTDA"
262722,"Televigo Televisão a Cabo Ltda"
262723,"Alessio & Longhi Ltda"
262724,"GSCOM TECNOLOGIA E SERVIÇOS EM TELECOMUNICAÇÃO LTD"
262725,"RG SILVEIRA LTDA"
262726,"CORTEZ ON LINE PROVEDOR DE INTERNET LTDA - ME"
262727,"AtualNet Provedor de Internet Ltda"
262728,"ELETRODATA LTDA"
262729,"Telemidia Sistema de Telecomunicacao Ltda"
262730,"Byteweb Comunicação Multimídia Ltda."
262731,"CTINET SOLUCOES EM CONECTIVIDADE E INFORMATICA LTD"
262732,"Proserver Telecomunicações Ltda."
262733,"Netcetera Telecomunicações Ltda."
262734,"Materiais e serviços de informática LTDA."
262735,"Global Conect Ltda"
262736,"Provnet Ltda."
262737,"GWT Internet"
262738,"PAPA TECNOLOGIA LTDA"
262739,"NDC Telecomunicações Ltda."
262740,"VELOO NET LTDA"
262741,"COMERCIO E SERVICOS LTDA"
262742,"Fundação Universidade Federal do ABC - UFABC"
262743,"CLIGUE TELECOMUNICACOES LTDA -ME"
262744,"ICENET TELECOMUNICACOES LTDA - ME"
262745,"Option Telecom Serviços de Telecomunicações Ltda."
262746,"Internet Servicos Ltda."
262747,"Scopus Solucoes em TI LTDA"
262748,"NetJat Provedor de Acesso a Internet"
262749,"Andries & Cia Ltda"
262750,"Byal Telecom Ltda"
262751,"Link Point Serviços LTDA-ME"
262752,"PROVEDOR OURONET LTDA"
262753,"VOCE TELECOMUNICACOES LTDA"
262754,"HEXATO TECNOLOGIA E FERRAMENTAS DE INTERNET LTDA"
262755,"Aonet Provedor de Internet LTDA - ME"
262756,"Portal Medianeira Informática Ltda"
262757,"Insidesign Tecnologia Ltda EPP"
262758,"Unisites Serviços de Informática EIRELI"
262759,"Formatto Net Ltda"
262760,"76 TELECOMUNICAÇÃO LTDA"
262761,"Sinal Br Telecom Ltda"
262762,"Teleperformance CRM S.A"
262763,"CTF TECHNOLOGIES DO BRASIL LTDA"
262764,"USONET TECNOLOGIC LTDA - EPP"
262765,"Net Fácil Sistemas Eletrônicos Ltda ME"
262766,"VITAL NET"
262767,"Avelino e Rodrigues LTDA"
262768,"FASTVILLE PROVEDOR DE INTERNET LTDA"
262769,"GEEKNET PROVEDOR DE INTERNET LTDA ME"
262770,"Heliodora Online Ltda"
262772,"Amazonia Publicidade Ltda"
262773,"OndaNet Ltda"
262774,"Tdnet Ltda"
262775,"TECHS TECNOLOGIA EM HARDWARE E SOFTWARE"
262777,"Conchalnet Telecomunicações LTDA - ME"
262778,"NGT TELECOMUNICACOES LTDA"
262779,"Rede Exitus Ltda"
262780,"NTCOM Telecomunicações Ltda"
262781,"RADIOBR INTERNET LTDA"
262782,"Cubo Networks Ltda."
262784,"SATURNO COMUNICAÇÕES LTDA"
262785,"Click Tecnologia e Telecomunicação Ltda"
262786,"Beleza Network Provedor de Internet LTDA-ME"
262787,"IPHOTEL Hospedagem de Sites Ltda"
262789,"Simternet Tecnologia da Informação LTDA"
262790,"Central Server Informática Ltda"
262791,"EMI NET TELECOMUNICACOES LTDA"
262792,"VESCNET PROVEDORES LTDA"
262793,"DOURACOM-SERVIÇOS E COMUNICAÇÃO LTDA"
262794,"Telecomunicações EIRELI"
262797,"INTERVALE INFORMATICA LTDA. - EPP."
262798,"VIABOL TELECOM LTDA"
262799,"ICTUS INFORMATICA LTDA"
262801,":-) V I V A"
262802,"Flybyte Comunicação Multimida Ltda."
262803,"RN Internet Serviços ltda - ME"
262805,"REDE MINAS TELECOM LTDA"
262806,"F1NET LTDA"
262807,"Redfox Telecomunicações Ltda."
262808,"Brasilnet Telecomunicações Ltda ME"
262809,"Talklink Informática EIRELI ME."
262810,"C. R. BARDI & CIA LTDA - ME"
262811,"Mendex Networks"
262812,"K.H.D. SILVESTRI E CIA LTDA"
262813,"Superimagem Tecnologia em Eletrônica Ltda"
262814,"ALGAR TECNOLOGIA E CONSULTORIA SA"
262815,"Rede Lago Internet LTDA"
262817,"CARDOSONET INTERNET E SERVIÇOS DE INFORMÁTICA LTDA"
262818,"g j pereira"
262819,"LINKMAIS PROVEDOR DE ACESSO AS REDES DE COM. LTDA"
262820,"OnLine Assis Telecomunicações Ltda"
262821,"PHS Internet e Suprimentos LTDA - ME"
262822,"WE RADIO COMUNICAÇÕES LTDA EPP"
262824,"A.C. ROCHA INFORMÁTICA LTDA"
262825,"JL INFORMATICA LTDA"
262826,"PW INFORMATICA E TECNOLOGIA LTDA"
262827,"OBTI OPERADORA"
262828,"Acesse Facil Telecomunicacoes Ltda"
262829,"Assoc do Inst Nac de Matematica Pura e Aplicada"
262830,"Plugnet Provedor Internet LTDA"
262831,"N G B Pires & CIA LTDA"
262832,"Infotechnet Informatica e Assistencia Tecnica Ltda"
262833,"PORTO MIXCOM COMUNICACAO E INFORMATICA LTDA ME"
262834,"REDECONESUL TELECOMUNICACOES LTDA"
262836,"ABC Net Telecomunicações e Tecnologia Ltda"
262837,"Provedor de Internet"
262838,"STARNET TELECOMUNICACOES LTDA"
262839,"Yawl Telecomunicação e Rep. de Informática Ltda."
262841,"M.A. Informática Ltda."
262842,"I S NET TELECOMICAÇÕES LTDA"
262843,"Lognet Telecomunicações e Informática Ltda"
262844,"Turbonet Provedor Ltda"
262845,"CAPGEMINI BRASIL S.A."
262846,"VIACOM INFORMÁTICA LTDA"
262847,"Hoinaski & Sklasky Ltda"
262848,"Naja Telecomunicações Ltda."
262851,"PLIM TELECOMUNICACOES LTDA-ME"
262854,"AFINET SOLUCOES EM TECNOLOGIA DA INFORMACAO LTDA"
262855,"ALONSO OLIVEIRA NETO ME"
262856,"Mil Negócios LTDA."
262857,"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE"
262860,"PST ELETRONICA LTDA"
262861,"G30 TELECOM SERVIÇOS EM TELECOMUNICAÇÕES LTDA"
262862,"PR TELECOMUNICACOES E INFORMATICA LTDA"
262863,"Midasnet Telecomunicações Ltda"
262865,"(DELTA TELECOM INTERNET) Anjos Informática Ltda"
262866,"TURBO 10 Telecomunicações Ltda."
262867,"HOJE SISTEMAS DE INFORMATICA LTDA"
262868,"Itnet ltda"
262869,"G1Telecom Provedor de Internet LTDA ME"
262871,"R.D.S. Bortoluzzi & Cia Ltda - ME"
262872,"DIGICONTROL SERVIÇOS DE PROVEDORES LTDA"
262873,"VIA EXPRESS TECNOLOGIA E TELECOMUNICACOES"
262874,"BR2 INTERNET LTDA"
262875,"PORTAL INTERNET E SERVIÇOS LTDA ME"
262876,"APEC-SOCIEDADE POTIGUAR DE EDUCACAO E CULTURA S.A"
262877,"MIRAGENET TELECOMUNICACOES LTDA"
262878,"Processamento de Dados e Soluçoes em Interne"
262879,"Hifive Provedor de Internet Ltda"
262880,"RADAR WISP LTDA"
262881,"Virtual Ariki Tecnologia"
262882,"Prefeitura Municipal de Bauru"
262883,"Rasche & Stefenon ltda - AlfaNetwork"
262885,"MAPFRE SEGUROS GERAIS S/A"
262886,"LansofNet LTDA ME"
262887,"RAPIX INTERNET"
262888,"Lprint Informática e Engenharia Ltda"
262889,"Softhouse Soluções em Informática"
262890,"SARTORI TECNOLOGIA DA INFORMAÇÃO LTDA ME"
262891,"M. I. Internet Ltda."
262892,"fj net.com provedor de internet ltda"
262893,"P4 TELECOM LTDA"
262895,"Norte Line Telecomunicacoes Ltda."
262896,"SpeedWeb Net Telecomunicacoes"
262897,"TRIBUNAL DE JUSTICA DO ESTADO MATO GROSSO DO SUL"
262898,"jm telecomunicação e man. ltda me ."
262899,
262900,"INFONET INFORMATICA E TELECOMUNICACOES LTDA"
262901,"Vcnet Provedora de Internet Ltda."
262902,"VSW TELECOM LTDA - ME"
262903,"Tubaron Telecom"
262905,"Skaynet telecom"
262906,"URSOFT Soluções em Internet"
262907,"AVATO TECNOLOGIA"
262908,"D. A. Comercio e Servicos de Informatica Ltda"
262909,"JK TELECOMUNICACOES LTDA"
262911,"BAU E DORL LTDA"
262913,"Konecta de Mexico, S. de R.L. de C.V."
262914,"Comision Federal de Electricidad"
262916,"Mega Cable, S.A. de C.V."
262920,"Comision Nacional para el Conocimiento y Uso de la"
262922,"Gobierno del Estado de Mexico"
262925,"Electronica Steren, S.A. de C.V."
262926,"BRADESCARD MEXICO S DE RL"
262927,"ELARA COMUNICACIONES SAPI DE CV"
262928,"DIRECTV COLOMBIA LTDA."
262929,"TELCOBRAS SAS ESP"
262930,"IG Services S.A.S"
262931,"Servicios De Ti Dominicana Sc,Sas"
262932,"COMPAÑIA DE CIRCUITOS CERRADOS S.A."
262933,"TRUSTCOR SYSTEMS S. DE R.L."
262934,"IP·RED"
262935,"COMUNICACIONES Y SERVICIOS SRL"
262937,"Roberto Kazuaki Hamada"
262938,"B3A COMUNICAÇÃO LTDA"
262940,"Silva & Gonçalves Informática Ltda"
262942,"Wave Telecom Ltda."
262943,"INFO NET PROVEDOR DE COMUNICACAO LTDA"
262944,"Spectro Networks, S. de R.L. de C.V."
262945,"Golden Line Telecom Ltda"
262946,"TARSILA NATALIA SIMOES DE SOUSA MEDEIROS - ME"
262947,"MEGALYNK SERVIÇOS DE TELECOMUNICAÇÕES LTDA"
262948,"LD Telecomunicações LTDA"
262949,"Icone Telecom"
262950,"webwise telecomunicações Ltda"
262951,"E.S. SOUZA TELECOMUNICAÇÕES"
262952,"AIRLIFE COMUNICACAO VIRTUAL LTDA"
262953,"VCG GRAPHCS INFORMÁTICA LTDA"
262954,"VirtuaServer Informatica Ltda"
262955,"VERAO COMUNICACOES LTDA"
262956,"NOC T.I Informática LTDA - ME"
262957,"8-Bit Informatica e Provedor LTDA"
262958,"CARRARO, HAINOSZ & CIA LTDA - ME"
262959,"Centro Universitário do Rio G. do Norte - UNIRN"
262960,"HEPTANET CONSULTORIA E INTERNET LTDA ME"
262961,"Infoweb Serviços e Entretenimento Ltda - ME"
262962,"LENCO TECNOLOGIA LTDA"
262963,"Lupo S/A"
262964,"CWNET SERVIÇOS TÉCNICOS"
262965,"TEEVO SA Comércio e Serviço de Informática"
262966,"KEHL E REMUSSI LTDA-ME"
262967,"Optidata Ltda"
262968,"BRASCLOUD LTDA - ME"
262970,"Tudo Internet"
262972,"Info Sete Telecom"
262973,"Max Telecomunicações Ltda"
262974,"leal porto"
262975,"A. C. VERA FILHO TELECOMUNICACOES E INFORMATICA"
262977,"ADSNET TELECOM LTDA ME"
262978,"Centro de Tecnologia Armazem Datacenter Ltda."
262979,"OesteLine Informática Ltda."
262980,"WBT Internet Ltda ME"
262981,"Pinpoint Tec. Pesq. Software Ltda-ME"
262982,"Nardi & Cano Ltda"
262983,"Net Barretos Tecnologia LTDA - ME"
262985,"global networks telecomunicações e informatica ltd"
262986,"Radionet Telecom"
262988,"Pombonet Telecomunicações e Informática"
262989,"CLICKNET BRASIL INFORMATICA E TELECOMUNICACOES LT"
262990,"VIRTUAL CENTER HOSTING TECNOLOGIA EIRELI"
262991,"MG Vidros Automotivos Ltda."
262992,"Boa Vista Telec. LTDA."
262993,"Lanteca Telecom LTDA - ME"
262994,"LINX SISTEMAS E CONSULTORIA LTDA"
262995,"NETDIGITAL TELECOMUNICACOES LTDA"
262996,"MINAS TELECOMUNICACOES E INFORMATICA LTDA ME"
262997,"FAAr turboNet LTDA."
262998,"Logos Net Servicos de Comunicacao Ltda"
262999,"IVI TECNOLOGIA E COMUNICAÇÃO LTDA"
263002,"RAFAEL ORSSATTO & CIA LTDA"
263003,"VIPNET TELECOMUNICAO E INFORMATICA LTDA."
263004,"Cassiano Zanon - CZNET Provedor de Internet"
263005,"Net Master Telecom Ltda"
263006,"Interone Telecom Ltda"
263007,"Lobianco Telecom Informática Ltda. ME"
263008,"UNIREDES TELECOMUNICACOES E INFORMATICA LTDA ME"
263009,"FORTE TELECOM LTDA."
263010,"Ricardo Adolfo Martins ME"
263011,"6P Telecom Ltda"
263012,"UNIMED BELEM-COOPERATIVA DE TRABALHO MEDICO"
263014,"HN Informatica ltda me"
263015,"G7 Telecom Ltda"
263016,"NDX Net Serviços de Informatica Ltda."
263017,"PalmasNet Telecom"
263018,"Zapelini & Cia. Ltda."
263019,"QUICKNET TELECOM LTDA EPP"
263020,"MEGA NET PROVEDOR INTERNET LTDA"
263022,"CARIRIWEB PROVEDORES DE INTERNET LTDA"
263023,"INST DE TECN EM INF E INF DO EST DE AL"
263024,"ARAUJOSAT COMERCIO DE ANTENAS LTDA ME"
263025,"ISPTEC Sistemas de Comunicação Ltda."
263026,"IBL Banda Larga Internet Informatica LTDA"
263027,"RAMNET TELECOM"
263028,"Roveri Opção Provedor de Acesso a Internet Ltda ME"
263029,"Atua Net Provedor de Internet Ltda"
263030,"CNET Provedor de Internet Ltda ME"
263031,"SCJ Info Com. Serv. de Informatica Ltda"
263032,"Empire Telecom"
263033,"LINXBR TELECOMUNICACOES LTDA"
263034,"Akna Tecnologia da Informação Ltda."
263035,"MEIRE RODRIGUES DOS SANTOS INFORMATICA ME"
263036,"Fox Conect Provedor de Internet LTDA"
263037,"ISMAEL STROHER & CIA. LTDA. - ME"
263038,"SkyNet Prestação S.C.M. LTDA. ME."
263039,"Provedor de Serviços de Internet Ltda"
263040,"HYPER TELECOM"
263041,"NTS-1 TELECOMUNICACOES LTDA"
263042,"DELTA TELECOMUNICACOES LTDA"
263043,"WIFF Telecom Eireli"
263045,"Inst. Educacional Piracicabano da Igreja Metodista"
263046,"NOVANET TELECOMUNICAÇÕES LTDA ME"
263047,"Speednet Provedor de Acesso a Internet Ltda"
263048,"Serra Internet Eirele ME"
263049,"NIPPONTEC TELECOMUNICAÇÕES"
263050,"REDE NORTERIOGRANDESE DE INFORMATICA - RNI"
263053,"Paulinianet Telecom"
263054,"RESOLVE TELECOM LIMITADA -ME"
263055,"Pinhais Telecom Comercio e Serviços Ltda"
263056,"INDNET TELECOMUNICACOES LTDA"
263057,"Connect Network"
263058,"Fast Network Provedor e Solucoes em Informatica LT"
263059,"Cleber Luciano dos Anjos"
263060,"Atílio Marcos Marcari e Cia Ltda Me"
263061,"Soma Investimentos - Serv. Voz Digital Ltda"
263062,"CDZNet Networks Computacao Ltda ME"
263063,"TICKET SERVICOS S/A"
263065,"DNSLINK SOLUÇÕES PARA INTERNET LTDA"
263066,"R V PORTELA AGUIAR & CIA LTDA"
263067,
263069,"BRT Comercio de Produtos de Informática LTDA"
263070,"Direta Comunicações Ltda - ME"
263071,"TIVIT TERCEIRIZAÇÃO DE PROCESSOS, SERV. E TEC. S/A"
263072,"BD Fibra Telecom Ltda - EPP"
263073,"SOARES & AGUIAR LTDA ME"
263074,"ZOL TECNOLOGIA DA INFORMACAO E COMUNICACAO"
263075,"TV Cabo de Santo Anastacio Ltda"
263076,"Universidade Estadual de Maringá - UEM"
263077,"RazaoInfo Internet Ltda"
263078,"MARBRIELE.COM INTERNET PROVIDER LTDA"
263080,"GTi TELECOMUNICAÇÔES S/A"
263081,"RMS Connect Telecomunicações LTDA"
263083,"FUNDACAO PARQUE TECNOLOGICO ITAIPU - BRASIL"
263084,"SKYNEW ASSIS.TÉCN. EM INFORM.LTDA EPP"
263085,"Via Fibra Net Telecom LTDA - ME"
263086,TELECOM
263087,"BRSuper Internet"
263088,"Link Monitoramento"
263089,"V de M Vargas"
263090,"m.n. dos santos informatica"
263091,"DE ALMEIDA E MENSCH - PROVEDOR DE INTERNET LTDA"
263092,"VOUS SOLUCOES INTELIGENTES LTDA"
263093,"Endurance Group Brasil Hospedagem de Sites LTDA"
263094,"Prefeitura Municipal de Foz do Iguaçu"
263095,"Mineração Curimbaba Ltda."
263096,"Inorpel Ind. Nordestina de Prod. Eletricos Ltda."
263097,"BRAVA TELECOMUNICAÇÕES BRASILIA LTDA."
263098,"Eyes Nwhere Sistemas Inteligentes de Imagem Ltda"
263099,"STIW Sistema de Telecom. Inf e Wireless LTDA"
263100,"cconnect acesso a internet ltda"
263101,"Netmax Tecnologia Ltda"
263102,
263103,"VivaNet Informatica - LTDA"
263104,"Net Rápida Brasil Eireli - ME"
263105,"Plugnet Informatica Ltda"
