"srch_num","srch_nme","srch_tag","srch_cat","srch_des","srch_str","srch_sts"
"IA4S-232","Jobs with non-ascii characters in the Job Name","health,non-ascii-chars","Scheduled_Jobs","Jobs with non-ascii characters in the Job Name","| from lookup:splunk_rest_saved_searches_sh_kv_store_lookup 
| where shcluster_label=""*shc*"" 
| eval savedsearch_name_rex=savedsearch_name 
| rex field=savedsearch_name_rex mode=sed ""s/[^[:ascii:]]/NON-ASCII/g"" 
| search savedsearch_name_rex=""*NON-ASCII*"" 
| table shcluster_label app savedsearch_name savedsearch_name_rex",
"IA4S-233","Hard Disk Usage and Information on Splunk Server",onprem,"Resource_Usage","The following Splunk Query will utilize a “| REST” call to gather information related to disk usage on your Splunk server(s). The following has been modified from the “Distributed Management Console” to be more generic for a copy, paste, and search example.","| rest /services/server/status/partitions-space splunk_server=* 
| eval free = if(isnotnull(available), available, free)
| eval usage = round((capacity - free) / 1024, 2) | eval capacity = round(capacity / 1024, 2)
| eval compare_usage = usage."" / "".capacity | eval pct_usage = round(usage / capacity * 100, 2)
| stats first(fs_type) as fs_type first(compare_usage) as compare_usage first(pct_usage) as pct_usage by mount_point, splunk_server
| rename mount_point as ""Mount Point"", fs_type as ""File System Type"", compare_usage as ""Disk Usage (GB)"", capacity as ""Capacity (GB)"", pct_usage as ""Disk Usage (%)"" splunk_server as ""Splunk Server""
| sort - ""Splunk Server""",
"IA4S-234","Low Disk Space Alert for Windows Servers",windows,Infrastructure,"Low Disk Space Alert for Windows Servers","index=* eventtype=hostmon_windows Type=Disk host=""*"" FileSystem=""*"" DriveType=""*""
| dedup host, Name
| eval FreeSpacePct=round(FreeSpaceKB/TotalSpaceKB*100)
| eval TotalSpaceGB=round(TotalSpaceKB/1024/1024)
| eval FreeSpaceGB=round(FreeSpaceKB/1024/1024)
| search FreeSpacePct<10 TotalSpaceGB=""*""
| dedup host, Name, DriveType, TotalSpaceGB, FreeSpaceGB, FreeSpacePct
| table host, Name, DriveType, TotalSpaceGB, FreeSpaceGB, FreeSpacePct
| sort FreeSpacePct",
"IA4S-235","Detect Clock Skew",onprem,Configurations,"Detect Clock Skew. If delta is anything other than about 00:00:01 (which is easy to account for when processing a lot of indexers), you may have clock skew.","| rest /services/server/info
| eval updated_t=round(strptime(updated, ""%Y-%m-%dT%H:%M:%S%z""))
| eval delta_t=now()-updated_t
| eval delta=tostring(abs(delta_t), ""duration"")
| table serverName, updated, updated_t, delta, delta_t",
"IA4S-236","List of Props.conf Extractions",onprem,Internal,"List of Props.conf Extractions","| rest /services/data/props/extractions
| table title type value attribute",
"IA4S-237","REST Call for Memory & CPU usage on Splunk Servers",onprem,"Resource_Usage","REST Call for Memory & CPU usage on Splunk Servers","| rest  /services/server/status/resource-usage/hostwide
| eval cpu_count = if(isnull(cpu_count), ""N/A"", cpu_count)
| eval cpu_usage = cpu_system_pct + cpu_user_pct | eval mem_used_pct = round(mem_used / mem * 100 , 2)
| eval mem_used = round(mem_used, 0) | eval mem = round(mem, 0) |eval mem=tostring(mem, ""commas"")
| eval mem_used=tostring(mem_used, ""commas"")
| fields splunk_server, cpu_count, cpu_usage, mem, mem_used, mem_used_pct
| sort - cpu_usage, -mem_used
| rename splunk_server AS Instance, cpu_count AS ""CPU Cores"", cpu_usage AS ""CPU Usage (%)"", mem AS ""Physical Memory Capacity (MB)"", mem_used AS ""Physical Memory Usage (MB)"", mem_used_pct AS ""Physical Memory Usage (%)""",
"IA4S-238","REST Call for a list of Lookup Files","lookups,onprem",Internal,"REST Call for a list of Lookup Files","| rest /services/data/transforms/lookups
| table eai:acl.app eai:appName filename title fields_list updated id",
"IA4S-239","Dashboards that have not been viewed in over 21 days or are orphaned","audit,dashboards,onprem",Dashboards,"Dashboards that have not been viewed in over 21 days or are orphaned","| rest /servicesNS/-/-/data/ui/views splunk_server=local 
| stats count values(eai:acl.sharing) values(eai:acl.owner) AS owner by title, eai:acl.app
| rename eai:acl.app AS app
| eval last_view_time_days_ago=-1
| eval last_view_time_days_ago_pretty=""no views in last 30 days""
| join type=outer title app
    [ search index=""_internal"" sourcetype=splunk_web_access GET app earliest=-30d@d
    | rex ""GET /[^/]+/app/(?<app>[^/ ?]+)/(?<title>[^\/\?\s]+)""
    | search app=* AND title=* AND user=* AND user!=""-""
    | stats latest(_time) AS last_view_time latest(user) AS last_user by app, title
    | eval last_view_time_days_ago=round(abs(now()-last_view_time),0)
    | eval last_view_time_days_ago_pretty=tostring(last_view_time_days_ago, ""duration"")
    | convert ctime(last_view_time)]
| where last_view_time_days_ago > (60*60*24*21) OR last_view_time_days_ago=-1",
"IA4S-240","Get KV Store (Collections) info",onprem,Lookups,"replicate: Boolean indicating whether the collection is replicated on indexers. Defaults to false, meaning that this collection is not replicated, and lookups that depend on the collection will not be available. However, if you run a lookup command with local=true, local lookups will still be available.
When true, this collection is replicated on indexers.","| rest /servicesNS/-/search/storage/collections/config splunk_server=local 
| rename ""eai:acl.*"" as ""*"" , ""eai:*"" AS ""*"" 
| fields - ""perms.*"", ""can_*"", id, published, removable, modifiable, updated field.* accelerated_fields.* 
| table splunk_server app sharing title disabled author type enforceTypes profilingEnabled profilingThresholdMs replicate replication_dump_maximum_file_size replication_dump_strategy",
"IA4S-241","Splunk License Gauge","license,onprem",Licensing,"Splunk License Gauge","| rest /services/licenser/pools splunk_server=local 
| rename title AS Pool
| search [rest splunk_server=local /services/licenser/groups
| search is_active=1
| eval stack_id=stack_ids
| fields stack_id]
| join type=outer stack_id [rest splunk_server=local /services/licenser/stacks | eval stack_id=title
| eval stack_quota=quota | fields stack_id stack_quota]
| stats sum(used_bytes) as used max(stack_quota) as total
| eval usedGB=round(used/1024/1024/1024,3)
| eval totalGB=round(total/1024/1024/1024,3)
| eval gauge_base=0
| eval gauge_danger=totalGB*0.8
| eval gauge_top=totalGB+0.001
| gauge usedGB gauge_base gauge_danger totalGB gauge_top",
"IA4S-242","Find missing indexes",indexes,Indexes,"Find missing indexes","index=_internal sourcetype=splunkd component=IndexerService 
| rex field=message ""index=(?<missing_index>.*?)\s"" 
| rex field=message ""sourcetype::(?<missing_source_type>.*?)\"""" 
| rex field=message ""source::(?<missing_source>.*?)\"""" 
| rex field=message ""host::(?<sending_host>.*?)\"""" 
| stats values(missing_index) as missing_index values(missing_source_type) as missing_source_type values(missing_source) as missing_source count by sending_host",
"IA4S-243","Report on top 20 highest number of events by sourcetype with metadata info",indexing,Sourcetypes,"Report on top 20 highest number of events by sourcetype with metadata info","| tstats count as num_events dc(host) as num_hosts WHERE index=* BY index sourcetype 
| `get_sourcetype_info(sourcetype)` 
| `get_identity_info(author)` 
| table sourcetype num_events app sharing author emp_name emp_dep emp_lob1 emp_lob2 num_hosts LINE_BREAKER SHOULD_LINEMERGE TIME_PREFIX TIME_FORMAT MAX_TIMESTAMP_LOOKAHEAD TRUNCATE TZ KV_MODE EVENT_BREAKER_ENABLE EVENT_BREAKER LEARN_SOURCETYPE ANNOTATE_PUNCT LEARN_MODEL MAX_DAYS_AGO MAX_DAYS_HENCE DATETIME_CONFIG 
| sort 0 - num_events 
| head 20",
"IA4S-244","Report on top used dashboards with dashboard metadata and business data",adoption,Dashboards,"Report on top used dashboards with dashboard metadata and business data","`setup_summary_index_list` source=splunk_internal_web_access_idx_summary_tracker 
| rex field=useragent ""(?<Browser_and_Version>(MSIE|Trident|(?!Gecko.+)Firefox|(?!AppleWebKit.+Chrome.+)Safari(?!.+Edge)|(?!AppleWebKit.+)Chrome(?!.+Edge)|(?!AppleWebKit.+Chrome.+Safari.+)Edge|AppleWebKit(?!.+Chrome|.+Safari)|Gecko(?!.+Firefox))(?: |\\/)([\\d\\.apre]+)|Splunk.*?\\s|^Chrome.*|^Go-http.*|^Prometheus.*|^REST.*|^Ruby|^curl.*|^[pP]ython.*|^splunk.*|^AdvancedInstaller|^Microsoft.*|^Postman.*|^Vault.*|^go-resty.*)"" 
| rex field=Browser_and_Version ""(?<browser_name1>^.*?)/"" 
| rex field=Browser_and_Version ""(?<browser_name2>.*)"" 
| rex field=Browser_and_Version ""/(?<browser_version1>.*?)$"" 
| rex field=Browser_and_Version ""\\s+(?<browser_version2>.*?)$"" 
| rex field=useragent ""Edg\\/(?<browser_version3>.*?)$"" 
| rex field=useragent ""(Version/|iPhone\\sOS\\s)(?<Safari_Version>.*?)\\s"" 
| rex field=useragent ""(?<os_arch>(Win64|x86_64))"" 
| rex field=useragent ""(?<os_name>(Linux|Macintosh|Windows\\s*\\w+|iPhone|iPad))"" 
| rex field=useragent ""(Linux\\s|Macintosh;\\s|i\\w+;\\s|Windows\\sNT\\s)(?<os_version>.*?)[;)]"" 
| eval browser_name=coalesce(browser_name1,browser_name2), browser_name=if(match(useragent,""Edg\\/\\d+""),""Microsoft Edge"",browser_name), browser_name=if(match(browser_name,""Trident|MSIE""),""Internet Explorer"",browser_name), browser_version=coalesce(browser_version1,browser_version2), browser_version=if(isnotnull(Safari_Version),Safari_Version,browser_version), browser_version=if((browser_name == ""Microsoft Edge""),browser_version3,browser_version), os_name=case(match(useragent,""Windows NT 6.1""),""Windows 7"",match(useragent,""Windows NT 6.2""),""Windows 8"",match(useragent,""Windows NT 6.3""),""Windows 8.1"",match(useragent,""Windows NT 10.0""),""Windows 10"",match(useragent,""Pixel""),""Google Pixel"",match(useragent,""Android""),""Android"",true(),os_name) 
| stats dc(user) as num_users count as num_hits max(spent) as load_time values(emp_dep) as user_departments by shcluster_label app view 
| `get_dashboards_info(shcluster_label,app,view)` 
| `get_identity_info(author)` 
| sort 0 - num_hits 
| head 20 
| table shcluster_label view label author app sharing emp_name emp_dep app num_users user_departments num_hits load_time auto_refresh_delay submitButton autoRun is_time_selector updated BaseSearch",
"IA4S-245","License ingestion by index and sourcetype joined with event data",indexing,Licensing,"License ingestion by index and sourcetype joined with event data","`setup_summary_index_list` source=splunk_internal_index_license_usage_idx_summary_tracker earliest=-7d@d
| fields _time source idxcluster_label Lic_Pool Lic_Pool_Size Lic_Stack_Size type Index_Name Lic_Sourcetype Lic_Source Lic_Host License_Usage 
| stats 
    Values(Lic_Source) AS Lic_Source
    Values(Lic_Host) AS Lic_Host
    Values(Lic_Pool) AS Lic_Pool 
    Latest(Lic_Pool_Size) AS Lic_Pool_Size 
    Latest(License_Usage) AS License_Usage
    BY _time idxcluster_label Index_Name Lic_Sourcetype 
| `byte2human(License_Usage,2)` 
| `byte2human(Lic_Stack_Size,2)` 
| `byte2human(Lic_Pool_Size,2)` 
| table _time idxcluster_label Index_Name License_Usage_GB Lic_Pool_Size_GB Lic_Sourcetype Lic_Source Lic_Host Lic_Pool 
| join Index_Name Lic_Sourcetype 
    [ tstats count where index=* earliest=-15m by index sourcetype 
    | rename sourcetype As Lic_Sourcetype, index As Index_Name 
    | fields Index_Name Lic_Sourcetype ] 
| rename _time As Ingestion_Day 
| convert ctime(Ingestion_Day) 
| table Ingestion_Day Index_Name Lic_Sourcetype License_Usage_GB",
"IA4S-246","distsearch.conf configuration file settings","health,tuning","Configuration_Files","distsearch.conf configuration file settings","| from lookup:splunk_rest_configs_conf_files_kv_store_lookup 
| makemv delim=""###"" title 
| mvexpand title 
| search title!=""\[*"" 
| rex field=title ""(?<Property>.*?)\s*="" 
| rex field=title ""^.*=(?<Value>.*)"" 
| rex field=Value mode=sed ""s/\""//g"" 
| stats 
    Values(*) As *
    Dc(Value) As DC_Value
    by cluster_label app config_file stanza Property 
| search config_file = distsearch.conf cluster_label=""*"" stanza IN (replicationSettings,distributedSearch) Property IN (concerningReplicatedFileSize,excludeReplicatedLookupSize,connectionTimeout,sendRcvTimeout,maxBundleSize,replicationThreads,statusTimeout,serverTimeout,sendTimeout,receiveTimeout,authTokenConnectionTimeout,authTokenSendTimeout,authTokenReceiveTimeout) 
| table config_file cluster_label app stanza Property Value",
"IA4S-247","limits.conf configuration file settings","health,limits,tuning","Configuration_Files","limits.conf configuration file settings","| from lookup:splunk_rest_configs_conf_files_kv_store_lookup 
| makemv delim=""###"" title 
| mvexpand title 
| search title!=""\[*"" 
| rex field=title ""(?<Property>.*?)\s*="" 
| rex field=title ""^.*=(?<Value>.*)"" 
| rex field=Value mode=sed ""s/\""//g"" 
| stats 
    Values(*) As *
    Dc(Value) As DC_Value
    by cluster_label app config_file stanza Property 
| search config_file = limits.conf cluster_label=""*"" stanza IN (search,viewstates,subsearch,scheduler) Property IN (fetch_remote_search_log,replication_period_sec,enable_memory_tracker,search_process_memory_usage_threshold,search_process_memory_usage_percentage_threshold,max_searches_perc,max_searches_per_cpu,base_max_searches,remote_timeline_fetchall,results_queue_read_timeout_sec,ttl,action_execution_threads,actions_queue_size,max_searches_perc.0,max_searches_perc.0.when,max_searches_perc.1,max_searches_perc.1.when) 
| table config_file cluster_label app stanza Property Value",
"IA4S-248","server.conf configuration file settings","health,server,tuning","Configuration_Files","server.conf configuration file settings","| from lookup:splunk_rest_configs_conf_files_kv_store_lookup 
| makemv delim=""###"" title 
| mvexpand title 
| search title!=""\[*"" 
| rex field=title ""(?<Property>.*?)\s*="" 
| rex field=title ""^.*=(?<Value>.*)"" 
| rex field=Value mode=sed ""s/\""//g"" 
| stats 
    Values(*) As *
    Dc(Value) As DC_Value
    by cluster_label app config_file stanza Property 
| search config_file = server.conf cluster_label=""*"" stanza IN (general,sslConfig,httpServer,shclustering,license) Property IN (sessionTimeout,useClientSSLCompression,sslServerHandshakeTimeout,sslServerSessionTimeout,
    busyKeepAliveIdleTimeout,keepAliveIdleTimeout,streamInWriteTimeout,enable_jobs_data_lite,replication_factor,cxn_timeout,send_timeout,rcv_timeout,cxn_timeout_raft,send_timeout_raft,rcv_timeout_raft,election_timeout_ms,election_timeout_2_hb_ratio,heartbeat_timeout,scheduling_heuristic,captain_is_adhoc_searchhead,executor_workers,connection_timeout) 
| table config_file cluster_label app stanza Property Value",
